Gene	High.2838c3.rep1.RNAseq.mm10.featureCounts.gene.txt	High_6499c4.rep2.RNAseq.mm10.featureCounts.gene.txt	High_6555c3.rep5.RNAseq.mm10.featureCounts.gene.txt	High_6556c4.rep7.RNAseq.mm10.featureCounts.gene.txt	High_6620c1.rep3.RNAseq.mm10.featureCounts.gene.txt	Low.6694c2.rep3.RNAseq.mm10.featureCounts.gene.txt	Low_2699c4.rep8.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep5.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep6.RNAseq.mm10.featureCounts.gene.txt	Low_6694c2.rep7.RNAseq.mm10.featureCounts.gene.txt
Olfr1105	0	0	0	0	0	0	0	0	0	0
Olfr967	0	0	0	0	0	0	0	0	0	0
Olfr963	0	0	0	0	0	0	0	0	0	0
Olfr304	0	0	0	0	0	0	0	0	0	0
Olfr761	0	0	0	0	0	0	0	0	0	0
Olfr119	0	0	0	0	0	0	0	0	0	0
Olfr1500	0	0	0	0	0	0	0	0	0	0
Olfr1490	0	0	0	0	0	0	0	0	0	0
Olfr1137	0	0	0	0	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0	0	0	0	0
Olfr748	0	0	0	0	0	0	0	0	0	0
Olfr1437	0	0	0	0	0	0	0	0	0	0
Olfr1463	0	0	0	0	0	0	0	0	0	0
Olfr1465	0	0	0	0	0	0	0	0	0	0
Olfr1474	8	0	0	0	0	0	0	0	0	0
Olfr597	0	0	0	0	0	0	0	0	0	2
Olfr517	0	0	0	0	0	0	0	0	0	0
Olfr591	0	0	0	0	0	0	0	0	0	0
Olfr675	0	0	0	0	0	0	0	0	0	0
Olfr792	0	0	0	0	0	0	0	0	0	0
Olfr1505	0	0	0	0	0	0	0	0	0	0
Olfr412	0	0	0	0	0	0	0	0	0	0
Olfr1029	0	0	0	10	0	0	0	0	0	0
Olfr1425	0	0	0	0	0	2	0	0	0	1
Olfr605	0	0	0	0	0	0	0	0	0	0
Olfr169	0	0	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0	0	0
Olfr685	0	0	0	0	0	0	0	0	0	0
Olfr504	0	0	0	0	0	0	0	0	0	0
Olfr965	0	0	0	0	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0	0	0	0	0
Olfr331	0	0	0	0	0	0	0	0	0	0
Olfr699	0	0	0	0	0	0	0	0	0	0
Olfr406	0	0	0	0	0	0	0	0	0	0
Olfr917	0	0	0	0	0	0	0	0	0	0
Olfr624	0	0	0	0	0	0	0	0	0	0
Olfr309	0	0	0	0	0	0	0	0	0	0
Olfr538	0	0	0	0	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0	0	0	0	0
Olfr1329	0	0	0	0	0	0	0	0	0	0
Olfr506	0	0	0	0	0	0	0	0	0	0
Olfr1034	16	0	0	0	0	2	2	9	2	0
Xkr9	67	46	58	36	68	37	16	81	26	20
Xkr4	38	0	8	4	8	2	0	4	14	4
Rnase12	0	0	0	0	0	0	0	2	0	0
Ang6	0	0	0	0	0	0	0	0	0	0
Rnase11	0	0	0	0	0	0	0	0	0	0
Trex1	0	0	0	0	0	0	0	0	0	0
Olfr857	0	0	0	0	4	0	0	0	0	0
Olfr835	0	0	0	0	0	0	0	0	0	0
Olfr1513	0	0	0	0	0	0	0	0	0	0
Birc5	3425	1520	1929	1044	1823	3842	594	5123	3161	2823
Slc39a12	16	14	6	15	12	39	6	46	26	28
Hsd3b3	319	247	251	176	208	86	16	36	6	3
Defa23	0	0	0	0	0	0	0	0	0	0
Nsrp1	4220	1355	1529	987	1889	1760	609	1688	2625	2405
Slc25a47	6893	5182	6304	3458	5819	1653	580	1062	154	190
Pgbd1	97	62	89	45	77	124	25	96	89	75
Sctr	25	18	0	3	11	6	0	2	4	0
Mup20	212	142	223	118	216	41	10	22	4	0
Ecm2	169	133	104	71	190	81	12	272	38	23
Zfp708	342	89	114	75	177	213	64	279	298	265
Zbtb18	5843	2615	3376	1925	3411	5934	688	4855	4159	4200
Mdk	328	287	264	239	319	91	41	219	43	20
Slc2a9	868	499	653	411	646	622	58	315	145	176
Bpifb1	14	2	8	6	38	0	0	1	0	0
Hacd1	2153	822	1036	577	1093	2166	504	1269	1197	1185
AU022252	976	564	635	402	683	886	117	692	595	837
Hspb6	3768	2628	3206	1840	3231	2363	331	789	547	795
Hs3st6	16	14	24	2	20	12	2	14	2	8
Ankrd6	96	94	115	60	145	13	14	56	37	12
Cxcl12	4345	3552	4444	2711	4590	1390	316	5808	716	28
Fut10	929	320	525	292	510	815	98	830	756	514
Ehmt1	9586	4377	5301	3124	5929	9740	1351	3879	3782	5170
Klri1	2	1	8	5	6	3	0	39	3	2
Rims1	0	0	18	2	4	0	1	1	0	0
Acd	2546	1487	1990	1135	1980	3243	425	1904	1810	1656
AY761185	2	0	8	0	0	0	0	0	0	0
Smim19	2453	1143	1295	869	1265	2625	275	1422	1343	1513
Wfdc13	1	0	0	0	0	0	0	4	0	0
Wfdc16	0	6	0	0	0	0	0	0	0	0
Wfdc6b	0	0	0	0	0	0	0	0	0	2
Aym1	0	0	0	0	0	0	0	0	0	0
Adcy5	540	434	542	361	661	207	32	200	21	29
Ear12	0	0	0	0	0	0	0	0	0	0
Zfp787	2604	1155	1551	921	1749	2629	294	1797	1660	1783
Dhrs7c	273	182	214	158	327	303	17	46	9	129
Lrrn4cl	244	252	302	216	308	217	14	393	60	58
Odf3b	62	47	101	39	51	36	3	22	1	1
Mterf1a	403	112	105	75	180	207	40	198	220	140
Usp13	1574	1074	1304	653	1376	370	105	328	14	4
Tgfbrap1	4155	2450	3047	1778	3151	4000	626	3063	1936	2091
Ttf2	3547	1518	2128	1122	2298	3587	500	3431	2036	2351
Tmem263	5007	1874	2196	1147	2302	3570	555	2691	2022	2210
Ctc1	3245	1955	2262	1285	2293	4616	495	2750	2639	2497
Npcd	0	0	0	0	0	0	0	0	0	0
Osm	721	896	756	683	683	566	73	4391	174	56
Wdr91	2347	1216	1530	863	1650	2654	353	1922	1699	1941
Prkaa1	7929	2473	3232	1815	4054	6377	763	5244	4788	5460
E2f8	2194	882	1132	791	1272	3050	533	2861	1780	2254
Pfdn4	3188	1170	1503	758	1557	2697	333	2581	1747	1560
Sesn1	4601	2472	3333	1899	3104	1915	334	1561	777	711
Dtx3l	3167	1156	1341	859	1508	2389	492	2826	3440	1410
Nrp	86	77	68	51	86	162	19	124	64	51
Tmprss13	4	6	0	0	2	0	2	6	0	2
Lman2l	2627	882	1298	807	1373	2743	283	2738	3074	2179
Utp18	4342	2032	2508	1463	2526	4242	673	3392	2488	3178
Rpp38	811	375	320	242	448	588	162	409	240	332
Arhgef39	487	387	540	292	501	710	67	791	429	501
Uspl1	5174	2330	2918	1640	3008	5271	892	3766	2226	3050
Zfp930	1401	823	1001	432	1096	837	346	1013	615	680
Dync1li2	22582	7016	8723	4791	9935	19442	2566	10652	12220	13924
Rsad1	2366	1496	1910	1034	2031	1752	259	1248	1164	811
Lrrc52	16	0	4	3	2	0	4	0	0	0
Podnl1	543	387	410	238	518	998	67	213	92	738
Grm4	4	4	24	10	10	2	0	4	4	2
Rasl10b	346	180	350	142	204	48	38	38	4	2
Zfp182	1335	659	725	342	696	613	215	722	449	530
Mrs2	1283	836	834	538	1071	1937	273	1460	747	955
Scn4b	288	125	220	142	228	34	16	22	6	0
Cpsf6	11835	4936	6320	3449	6375	9531	1723	8343	6312	6847
Gm11487	0	0	2	0	0	0	0	0	0	0
Tcaim	1320	619	749	387	683	654	116	406	214	275
Nkain2	21	14	6	12	25	21	0	4	8	14
Ccl26	0	0	0	0	1	1	0	0	0	0
Neurl4	4813	2622	2857	1846	3035	6401	723	3957	4145	5258
Ric8b	3791	1329	1631	854	1910	2565	441	1672	1344	1483
Olfr112	0	0	0	0	0	0	0	1	0	0
Inip	1198	778	905	530	904	2411	316	2454	1983	1496
Pard3	12555	5099	6362	3754	6509	13941	1820	6972	6836	9753
Vmo1	8	8	3	9	13	2	2	4	0	0
Ercc6l2	4897	2099	2630	1579	2822	2936	830	3172	2577	2183
Tex24	0	0	0	0	0	0	0	0	0	0
Trim6	522	318	419	216	478	265	122	421	327	176
Ddn	28	4	21	8	12	22	4	8	6	10
Zfp57	7156	3173	3766	2157	3763	8466	1015	3903	3345	5633
Tmem151b	66	46	38	32	38	587	6	75	88	930
Gm597	0	0	0	0	0	0	0	0	0	0
Syna	36	15	20	17	26	26	10	23	13	30
Pcdh17	206	91	223	82	167	77	6	209	48	58
Gm9949	40	27	58	39	38	36	10	36	14	6
5730409E04Rik	1467	656	643	501	798	1181	64	792	531	593
Grhl3	30	16	6	8	8	4	0	6	2	0
Vwde	6	6	16	18	22	8	2	10	8	13
Lingo3	10	16	12	6	10	4	2	8	4	0
Gas2l2	0	0	6	4	0	2	0	2	1	7
Cldn34b3	0	0	0	0	0	0	0	0	0	0
Gmnc	0	0	0	0	0	0	0	0	0	0
Gm4952	291	213	148	133	205	65	13	24	2	6
Ces1a	6	12	8	0	0	1	6	32	8	2
Zscan4c	1	0	0	4	2	0	0	2	0	0
Samd3	6	0	8	2	8	4	0	8	0	0
Capn11	2	0	5	1	18	0	0	0	0	2
Rsl1	454	174	162	72	153	486	101	440	452	317
Lipo3	188	182	202	49	246	126	96	473	92	40
Gm973	2	4	0	4	5	4	0	6	0	0
Nxpe5	254	284	277	174	284	925	36	709	191	316
Kpna7	4	0	0	0	0	0	0	0	0	0
Fbxw24	0	0	0	0	0	0	0	0	0	0
Zfp488	0	0	0	0	0	2	0	0	0	0
Tvp23a	143	105	105	50	134	116	23	168	66	44
Aim2	437	386	515	291	395	499	59	502	116	72
Slc25a34	940	682	659	488	778	194	84	130	18	6
Fam71b	0	0	2	0	0	0	0	0	0	0
Ccdc92b	36	22	26	26	38	54	8	32	46	22
Akr1c19	2918	1771	1931	1054	2057	1049	590	988	404	236
Zscan26	4804	2229	3043	1422	3071	4265	631	2951	2141	2158
Vmn1r209	0	0	0	0	0	0	0	0	0	0
Otulin	3513	1362	2060	1115	2113	2878	413	2727	1709	1464
Spink6	0	0	6	0	0	0	0	0	0	0
Mettl21c	2	0	0	5	8	2	2	4	2	2
Macrod2	235	71	90	102	123	312	49	196	160	272
Flg2	0	0	0	0	0	0	0	0	0	0
Ankrd13c	7729	3110	3858	1878	3953	7491	1107	6533	5544	5108
Gm5591	0	0	0	0	0	0	0	2	0	0
Fam169b	275	203	273	230	301	86	23	152	10	7
Maml2	3292	1376	1683	924	1766	4704	463	2871	2812	2453
Amt	949	499	625	362	572	458	81	243	282	263
Gm5622	0	0	0	0	0	0	0	0	0	0
Sp140	488	238	442	153	313	287	42	872	282	130
Slc22a28	0	0	0	0	0	0	0	0	0	0
Krtap4-16	12	8	14	0	2	52	2	2	2	22
Gm5662	0	0	6	0	0	0	2	2	2	0
Dupd1	6	6	46	10	2	4	0	6	0	0
Shf	1479	892	1091	765	1241	6405	312	2145	1601	4266
Gpr31b	2	1	12	0	0	8	0	3	0	2
Prkg1	279	197	282	168	232	91	38	146	13	2
Dyrk2	4360	2002	2386	1418	2477	2869	415	2103	1903	2224
Adgrf3	1	0	14	8	6	7	1	0	0	0
Fbxw22	0	0	0	0	0	0	0	0	0	0
Zfp985	26	6	4	2	21	0	2	13	0	4
Trcg1	22	2	6	0	2	25	0	12	17	9
Abi3bp	748	775	847	609	992	364	65	1681	162	37
Scn2b	60	38	32	14	80	23	2	34	6	6
4930404N11Rik	0	0	0	0	0	0	0	0	0	0
Zmynd12	25	32	23	15	28	15	3	4	6	10
Snx13	7818	3846	4717	2495	4884	4404	1328	4724	3801	4119
Ttll4	6183	2658	2936	1693	3565	6732	1164	5620	4319	4620
Espl1	2899	1870	2297	1180	2286	3639	445	3648	2410	2496
Wdr7	3084	1764	2097	1075	2257	3471	422	2106	1722	1935
Fam189b	6202	2819	3310	2129	3653	2675	822	986	319	1406
Cenpj	787	230	274	137	354	705	102	1031	810	902
Klrh1	0	0	0	0	0	0	0	0	0	2
Zfyve28	102	60	66	16	61	20	4	56	9	6
Rap1gap2	5443	2185	2496	1663	2595	9464	885	4592	5035	5891
G2e3	4906	2239	2855	1423	3309	3503	1314	4242	2727	3174
Dcaf1	5159	2274	2558	1419	2907	6154	823	3942	3532	4286
E130308A19Rik	952	505	606	431	653	1523	176	906	963	1064
Tyw1	5178	2398	3057	1879	3120	4052	657	2956	2077	2724
Taf9	5504	2734	2983	1875	3443	5189	1027	3853	3007	2611
Arid3c	6	22	13	9	16	5	1	2	1	1
Gm21943	0	0	0	0	0	0	0	0	0	0
Gm20815	0	0	0	0	0	0	0	0	0	0
Tbata	0	0	1	0	0	0	2	1	1	0
Ear4	0	0	0	0	0	0	0	0	0	0
Kdm6b	9240	3493	5049	2897	4835	15424	1763	6048	7064	9680
Rasef	1269	685	1015	458	905	532	643	4795	3674	189
Cox17	3345	1601	2094	1325	1871	2243	573	2545	2216	1792
Btbd11	2302	1206	1512	953	1655	2394	432	3237	2106	2027
Zscan18	142	79	77	38	122	47	8	51	23	16
Lamp2	39377	16721	21486	11271	22332	35864	3971	20670	16598	19572
Ddi2	3746	2158	2379	1479	2542	2943	340	2003	1289	2792
Zdhhc18	3730	1862	2208	1552	2630	4587	414	3313	2894	4625
Foxred2	2325	1694	2188	1256	2300	654	235	902	365	118
C2cd3	3850	1549	2018	1167	2142	6151	722	3137	3120	3353
Dppa4	0	0	0	0	0	2	0	0	0	0
Izumo1	2	0	16	2	12	4	0	0	0	1
Grxcr1	0	0	0	0	0	0	0	0	0	0
Otol1	4	0	0	0	0	0	0	0	0	0
Sp3	12542	5296	6614	3381	7032	10358	1900	8172	5704	6696
Rtl8b	280	261	306	192	220	186	22	351	104	28
Lce3f	0	0	0	0	0	0	0	0	0	0
Ldoc1	0	0	0	0	0	2	0	2	0	0
Trim15	327	266	286	190	348	202	43	341	95	157
Kbtbd7	956	518	568	310	853	1187	88	819	503	588
Anks6	536	276	278	127	279	583	48	327	303	237
Pla2g4d	0	0	0	0	0	1	0	0	0	2
Gpr139	0	0	0	0	0	0	0	0	0	0
Adamts15	714	624	633	424	746	208	34	1291	82	20
Nxf3	5	0	0	0	2	0	0	0	0	0
Fbxo10	1170	557	737	479	735	1214	130	683	826	838
Pla2g4f	10	0	0	0	6	1	0	6	5	1
Ugt2a2	0	0	0	0	0	0	0	0	0	0
Nufip2	10731	4381	5374	2765	5672	8365	2075	7084	5252	6041
Trappc1	2515	1393	1656	1122	1753	2296	433	2192	1423	1324
Defa24	0	0	0	0	0	0	0	0	0	0
Gm5431	51	76	26	23	36	48	7	158	29	18
Crls1	3149	1452	1927	1010	2000	2861	484	2663	2116	1789
Add1	42992	18396	22781	13694	24762	37346	4105	24264	23145	22660
Bcat1	425	384	508	344	492	262	155	1946	1024	160
Diras2	471	164	128	114	196	1268	32	314	300	418
Cdhr3	37	15	22	14	17	1	0	3	0	0
Dcun1d2	1895	845	1020	547	1059	2077	338	1568	997	1483
Brd9	4885	2188	2626	1564	2962	5057	558	3950	3227	3103
Fam149b	2596	1239	1659	816	1526	3000	307	2292	2091	1684
Larp4	11006	4793	5995	3123	6011	8116	2057	7665	7424	8317
Shc2	5732	2654	3060	1914	3238	7588	656	3767	3982	4697
Snx32	984	328	446	293	496	558	69	315	283	555
Cep170b	30745	17568	20953	12472	21739	24768	4387	20514	21215	17852
Ankrd28	11762	5309	6600	3485	7348	23329	1798	10791	9724	12060
Pdp2	1693	760	929	490	776	1854	277	935	809	1240
Cfap299	4	0	0	0	0	0	0	2	0	0
Rabl6	11582	5356	6612	3845	7226	9506	1849	6267	4462	5807
Inpp4b	7566	2199	2674	1589	2987	5116	1080	7146	6046	11579
Xirp2	5710	3671	4654	2292	4912	1179	372	702	0	2
Tsku	3817	2847	3221	2182	3347	1655	321	1719	775	367
Pcnp	8550	2743	3599	1891	3992	6991	1440	6124	5193	4695
Cdkl5	547	229	339	241	242	195	47	163	143	215
Zfp873	506	199	305	168	266	298	88	327	262	239
Carmil3	98	22	62	24	65	104	6	29	55	52
Methig1	0	0	0	0	1	0	0	0	0	0
Ifnl2	0	0	0	0	0	0	0	0	0	0
Cpa2	22	14	12	0	8	27	0	13	8	33
Zbtb45	971	556	715	482	676	1440	118	894	746	954
C1ql4	2	6	10	4	6	0	1	0	0	0
Mctp2	414	304	362	151	366	171	24	264	44	45
Prpmp5	0	0	0	0	0	0	0	0	0	0
Gm5458	0	0	0	0	0	0	0	0	0	0
Lrp3	500	218	279	225	353	173	36	269	29	16
Krtap10-10	0	0	0	0	0	0	0	0	0	0
Gm3696	0	0	0	0	4	0	0	3	0	0
Cma2	11	0	0	2	0	0	0	7	2	0
Triobp	7661	3979	5143	3252	5151	9320	1111	8760	6573	7773
Gal3st3	26	14	18	20	29	2	1	2	3	2
Cyp2c67	378	234	272	168	245	76	16	28	0	0
Hmcn1	1036	718	1076	530	883	237	78	312	28	10
Ifi214	0	1	2	0	0	0	0	2	0	0
Zfp607a	591	270	277	147	389	654	75	328	297	328
Rps23rg1	65	19	50	2	21	43	4	38	80	63
Cebpz	8639	3227	4221	2159	4434	6466	1153	5531	5568	5725
Adarb1	5611	3197	3841	2234	3755	5019	582	4681	2881	3422
Gm128	16	16	16	29	36	24	6	21	12	14
Hoxc11	0	0	4	0	0	0	0	4	0	0
Zfp62	3658	1196	1652	801	1788	1953	739	2534	2095	2558
Apol7b	2	4	1	4	0	0	0	0	0	0
Gm14325	1317	582	659	403	773	505	146	794	663	445
Rhox10	0	0	0	0	0	0	0	0	0	0
Ankrd34a	42	22	25	16	32	64	4	46	20	50
Timm9	1337	670	931	517	899	1463	378	1732	1111	937
Ttbk2	4739	1926	2511	1284	2446	3019	697	1876	1375	2095
Septin10	6162	2481	3442	1744	3564	4784	894	4537	3348	3026
N4bp2	2846	1107	1475	754	1410	2109	474	1837	1648	2126
Rfx4	6	8	0	2	2	0	0	0	0	0
Bod1	4748	2396	3171	1601	3142	5418	780	3725	3324	3595
Trp53i13	846	501	606	400	703	1004	107	681	689	778
Ddx49	4128	2095	2838	1520	2820	3522	605	2901	2320	2460
Cyb5d2	632	359	368	211	346	364	81	443	247	193
Pitpnm3	793	427	458	298	685	1863	48	291	642	1435
Zfp667	104	108	92	58	72	153	36	58	28	94
Rbfox3	19	30	38	12	30	8	8	27	0	2
Pilrb2	1624	692	780	538	808	2703	124	1265	543	975
Qsox1	21357	14039	17065	10476	16421	19942	2597	19374	17228	10177
Zfp563	621	324	404	203	412	436	106	327	276	354
Rc3h1	8384	3538	4232	2200	4840	8532	1519	6024	6579	7332
Pbx4	109	122	62	63	85	44	6	44	22	20
Pik3r1	9190	4113	5191	2841	5422	6122	819	3498	2803	3196
Lrig2	4244	2122	2347	1312	2564	3647	519	2462	1933	2026
Ntrk2	219	178	238	156	275	104	16	264	8	0
Rhox12	0	0	0	0	0	0	0	0	0	0
Rhox1	0	0	0	0	0	0	0	0	0	0
Gm5797	0	0	0	0	0	0	0	0	0	0
Rhox7a	0	0	0	0	0	0	0	0	0	0
Atf2	10263	4419	5379	2850	5411	9116	1696	6428	5749	5784
Arl14ep	3848	1618	2188	1120	2208	3456	599	2238	1713	1817
Cracr2b	1603	995	1220	685	1236	1941	129	1340	1328	1391
Ccdc93	4379	1925	2417	1220	2316	3662	670	3485	2886	2272
Zfp78	182	70	79	42	52	74	9	81	41	48
Cxadr	30062	11281	14125	7343	14682	21445	5312	24618	27147	12568
Adam34l	0	0	0	0	0	0	0	0	0	0
Gm20747	0	0	0	0	0	0	0	0	0	0
Krtap31-2	0	0	0	0	0	0	0	0	0	0
Mbp	8073	4878	6001	3528	5763	2852	1483	5609	5646	1044
Trp53i11	2259	1778	2110	1160	1958	1616	185	1973	1363	399
Vegfa	45450	20662	26522	15892	25859	54380	5395	25462	25837	39645
H2al1e	0	0	0	0	0	0	0	0	0	0
Tpd52	33428	13644	16403	9663	17379	30470	4823	31353	26220	22607
Dffa	1725	914	1130	616	1269	1367	222	1481	1125	924
Tfap2b	0	0	0	2	6	14	0	30	0	8
Stx3	2108	1365	1635	1052	1662	1658	284	1419	603	828
Pja2	13454	6178	7694	4072	7939	10026	1172	6210	4845	6292
St6galnac6	2811	1660	2013	1163	2163	2942	343	1437	640	1968
Dclre1b	1332	632	924	507	850	841	156	1051	701	502
Tapbp	9994	6506	7684	4689	7788	8443	1202	8033	8720	5344
Defb46	0	0	0	0	0	0	0	0	0	0
Gm6040	0	0	0	0	0	0	0	0	0	0
Klc1	13150	7168	8819	5279	9241	14077	1836	9731	9146	11708
Rtn2	688	422	717	341	590	501	100	393	182	339
Miip	2100	1564	1818	1019	1873	2403	303	1825	1070	1366
Serinc4	337	148	186	123	201	232	45	130	92	80
Adcyap1r1	280	203	298	180	272	99	38	419	62	10
Zfp943	1107	535	764	302	756	440	171	1024	726	737
Wdr61	4061	2026	1955	1357	2643	5541	510	3425	3204	3716
Orc2	3220	1588	1931	1206	2093	3049	761	3727	2308	2134
Sema3g	448	327	307	180	294	105	34	221	12	6
Adam39	0	0	0	0	0	0	0	0	0	1
Gpr17	268	277	236	139	254	87	35	54	18	6
Insyn2b	7	0	0	6	10	0	0	1	2	0
Gm14685	0	0	0	0	0	0	0	0	0	0
DXBay18	0	0	0	0	0	0	0	0	0	0
Tas2r137	4	0	0	0	0	0	0	0	0	2
Olfr243	0	0	0	0	0	0	0	0	0	0
Eno1b	5384	3773	4736	2649	4565	1789	466	1379	619	794
Sufu	5093	2148	2301	1504	2698	7950	960	4154	3978	5129
Bclaf1	15906	6007	7889	4026	8142	9350	2652	13092	10313	8870
Src	19203	9519	11339	7024	11678	17297	2007	10805	10510	11750
Depdc5	3357	1522	1656	1065	1876	3124	480	2280	1525	2201
Hmga1	1274	740	938	571	864	2658	260	1882	569	1815
Spag9	22571	10239	12574	6785	13057	18951	3125	13557	10655	13118
Btbd3	6069	2688	3456	1798	3160	7078	1183	3533	2581	4237
Crebbp	7129	3484	4258	2617	4404	7323	1323	3912	4502	3841
BC053393	0	0	0	0	0	0	0	0	0	0
Camk2d	18230	7986	10098	5553	9981	20863	2359	16027	13432	11576
Aptx	1286	688	894	487	935	1548	145	854	806	1035
Sox6	364	244	391	180	324	66	20	50	4	0
Pus1	4463	1977	2440	1687	2630	3369	623	2609	2825	3066
Lhx9	127	118	111	82	261	150	34	113	324	52
Dmbx1	0	0	0	0	0	2	0	4	4	4
Pde1c	737	470	671	372	555	126	32	72	0	2
Prrx1	3025	1833	2332	1379	2456	2496	234	4074	952	1310
Sh2d2a	18	34	39	32	36	4	6	100	8	4
Ankrd12	3558	1984	2415	1341	2519	1617	336	2573	2801	2382
Slc23a4	43	23	38	33	40	40	2	143	131	31
Bpifb9b	0	0	0	0	0	0	0	0	0	0
Cfhr2	2092	1406	1828	1058	1869	471	150	261	8	0
Ccdc141	1414	986	1232	689	1395	444	103	763	820	309
Maf	2644	1840	2170	1213	2245	4152	419	2558	1070	2238
Kcnc2	30	34	30	16	20	80	0	22	0	88
Dram2	10941	3627	4369	2344	4893	7977	1400	8224	6572	5406
Kcnj6	0	0	0	0	0	0	0	0	0	0
Nr2c2ap	383	145	222	139	224	347	64	242	245	278
Rfxank	1338	605	748	521	778	1291	148	749	612	672
Zbtb43	5193	2256	2810	1607	3045	4852	711	2068	1546	2461
Ikzf1	695	596	591	387	689	500	65	1116	144	104
Trim26	5732	3347	3763	2398	3901	7141	861	5539	3317	6006
Cadm1	15272	4597	6272	3652	5792	28142	2377	7168	9858	16662
Il1rl1	170	178	174	76	184	87	22	466	53	15
Gm527	288	110	222	68	177	410	61	207	184	245
Tmem171	1519	879	953	645	1009	2426	284	1496	1477	1669
Gm5168	0	0	0	0	0	0	0	0	0	0
Szrd1	12542	6470	7754	4918	8088	14865	1968	10907	10032	12534
Ms4a7	362	234	408	251	364	1190	42	684	191	346
Snx22	145	99	87	74	93	125	14	96	69	58
Otud7b	16178	6151	7137	4508	7411	14788	1663	8725	10369	9723
Ccdc50	18573	6824	8223	4413	8894	15037	4006	12480	10578	10571
Cant1	8309	4452	5098	3318	5662	11697	1849	13176	10810	8622
Cdc6	1025	347	458	448	443	1750	265	1953	1799	1571
Dnm1l	14230	5806	6930	3708	7684	8068	2981	7837	6613	7142
Dnajc19	2035	1047	1417	774	1315	1711	249	2170	1795	1185
Ensa	13161	5790	7227	4453	7758	11370	1726	10171	6671	6102
Entpd5	5513	3699	4220	2250	4379	3556	978	3387	2266	1698
Npnt	47046	20846	24884	15646	26968	77610	8663	49694	51986	58207
Pik3cd	1223	1105	1144	748	1360	917	88	2326	498	291
Pknox2	174	124	136	80	110	36	9	182	14	2
Sla	2190	1373	1947	1144	2049	813	172	3320	180	202
Slc16a6	1370	861	1102	544	960	1270	184	1228	1049	678
Vrk1	3058	1631	1797	964	1880	3316	593	3435	3023	2404
Magi1	11544	4441	5572	3336	6249	12444	1476	8230	9447	11187
Psme2	5513	2969	3388	2005	3457	6690	726	5983	5576	4747
Atad5	1657	689	877	474	845	833	353	1506	1345	1078
Ugt2b36	2618	1903	2352	1194	2304	598	203	309	10	6
Pdzd4	223	130	162	82	224	392	14	260	138	123
Itgad	54	35	53	24	18	7	1	14	0	2
Unc13a	3459	1706	2033	1178	2317	3438	705	1247	896	2100
Urb2	4472	2132	2566	1649	2882	4492	870	3232	2497	2800
Nova2	236	134	158	131	196	307	27	156	174	151
Lonrf2	48	20	44	30	30	20	8	4	0	0
Usf3	5560	3016	3322	1803	3868	3561	1176	3208	2607	2408
Mex3a	9168	1777	2346	1438	2481	17390	2027	5507	8931	11552
Psg26	0	0	0	0	0	0	0	0	0	0
Ate1	4642	2053	2456	1302	2485	4732	718	2743	1870	2192
Zswim5	78	60	87	53	96	22	4	37	32	7
Zmynd15	554	322	482	229	444	1193	139	1368	1412	1256
Gm5796	4	2	0	0	0	1	0	4	2	0
Zfp114	0	0	0	2	3	10	0	3	19	3
Usp32	7704	3093	3998	1882	4321	4648	1209	3838	3286	4269
Trim38	11	0	22	4	0	5	0	0	0	0
Specc1	12833	5086	6379	3613	6347	18540	2709	10148	9019	12596
Sec14l3	119	52	81	42	152	22	8	12	0	0
Rilp	875	567	562	353	633	438	59	319	171	146
Gm4788	1543	1158	1600	791	1482	371	136	173	2	0
Tceal3	24	6	10	8	22	6	0	6	0	0
Safb2	12426	5316	6279	3822	6829	7465	995	6983	6847	7916
Sec23ip	7041	3416	3809	2154	4276	8879	889	4867	4187	5144
Man1b1	11395	4860	5601	3759	6518	11297	1563	7923	6103	6933
Fcrlb	285	139	322	145	323	212	16	590	63	75
Kcp	410	175	243	222	318	90	32	205	26	29
Doxl2	0	0	0	0	0	0	0	0	0	0
Fat2	536	182	195	78	228	166	91	202	106	256
Mettl17	1655	1070	1201	879	1258	1923	174	1145	994	1124
Zc3h18	14329	5531	7229	4053	7032	12687	1840	7606	7801	10090
Mcat	2171	1305	1646	1056	1695	2611	320	2212	1448	1546
Ndufs5	1335	849	966	561	886	1138	208	1471	922	1063
Rdh8	0	4	0	0	1	4	0	4	0	4
Kcnk15	0	0	8	0	0	0	0	0	0	0
Spry3	18	14	28	20	2	0	4	18	0	2
Prr7	172	110	104	98	135	146	19	148	90	133
Tmprss11c	0	0	0	0	0	0	0	0	0	0
Pmp2	5	0	2	2	2	0	0	0	0	0
Dkc1	6942	2971	3548	2006	3592	6674	1432	5789	5306	5142
Abca17	12	7	8	2	15	6	0	7	3	3
Gm16367	0	0	0	0	0	0	0	0	0	0
Nudt10	46	22	28	14	34	16	8	0	0	0
Gsk3a	5223	2096	2267	1544	2800	6407	472	4066	3257	4477
