Genes	neg1	neg2	neg3	neg4	pos_1	pos_2	pos_3	control_1	control_2
Ankrd23	7	9	13	4	15	25	6	466	391
RP23-294I17.8	0	0	0	0	0	0	0	0	0
Ankrd39	61	41	63	68	108	89	53	74	68
Sema4c	56	42	38	54	147	165	204	103	154
AC084391.4	0	3	3	6	9	12	7	11	24
Fam178b	0	0	0	0	4	2	5	14	34
RP23-247A1.1	17	19	31	16	19	15	20	26	46
Gm24133	0	0	0	0	0	0	0	0	0
Cox5b	3104	3094	3775	2484	7481	6272	2344	7081	10510
Actr1b	1107	1061	977	891	1589	1336	954	1043	1199
RP23-247A1.6	0	0	0	0	0	1	0	4	3
RP23-247A1.7	0	0	0	0	0	0	0	0	0
Zap70	205	209	256	194	20	28	197	64	302
RP23-247A1.2	0	0	0	0	0	0	0	0	0
Tmem131	670	756	453	496	869	617	844	478	566
RP23-328J8.4	0	0	0	0	0	0	0	0	0
RP23-328J8.2	0	1	1	0	0	0	0	0	0
RP23-328J8.3	1	0	3	0	1	1	1	3	0
Rpl12-ps1	23	36	20	27	46	41	54	76	135
n-R5s210	0	0	0	0	0	0	0	0	0
Vwa3b	6	18	15	21	4	4	11	20	35
RP23-259P18.1	0	0	0	0	0	0	0	0	0
Cnga3	0	0	0	0	0	0	1	4	5
RP23-271C13.1	0	0	0	0	0	0	0	0	0
Inpp4a	500	540	520	427	288	242	410	438	323
AC133096.2	0	0	0	0	0	0	0	0	0
RP23-271C13.2	0	0	0	0	0	0	0	0	0
Coa5	2427	2069	1616	1986	3420	2437	2380	2735	2314
Unc50	514	409	418	413	844	600	667	495	414
Mgat4a	14	18	9	32	793	393	365	427	440
RP23-285H9.2	0	0	1	0	2	1	1	0	0
AC084390.5	0	0	0	0	0	0	1	1	0
AC140321.1	5	7	4	1	37	14	6	19	52
AC123068.2	0	0	0	0	0	1	0	0	0
RP23-402K6.2	0	0	0	0	0	0	0	0	0
RP23-21P10.1	0	0	0	0	0	0	0	0	0
Tsga10	43	35	18	45	274	165	85	157	111
RP24-178E16.1	1	0	0	1	1	1	0	0	0
Lipt1	177	152	152	148	135	132	123	82	152
Mitd1	209	167	212	171	323	260	402	163	273
Mrpl30	1091	1047	1077	952	1454	1159	847	1704	3060
Lyg2	0	0	0	0	0	0	0	1	0
AC119189.3	0	0	0	0	0	0	0	0	0
Lyg1	0	0	0	0	0	0	0	0	0
Gm23409	0	0	0	0	0	0	0	0	0
Txndc9	982	868	928	878	1518	1117	1134	1009	1383
Eif5b	1486	1479	1055	1418	2119	1432	1897	1522	1372
Rev1	281	381	426	305	553	459	284	382	313
RP23-195A24.4	2	2	1	3	7	4	1	0	2
RP23-195A24.5	0	0	0	0	0	0	0	0	1
Aff3	5	1	6	2	33	28	23	81	178
AC138386.1	0	0	0	0	0	0	0	3	3
AC117789.3	0	0	0	0	0	0	1	0	0
AC117789.2	0	1	1	0	0	0	0	0	0
RP24-390D21.4	0	0	0	0	0	0	0	0	0
RP24-187B13.4	0	0	0	0	0	0	0	0	0
RP24-187B13.3	0	0	0	0	0	0	0	0	0
Lonrf2	0	0	0	0	13	9	0	11	27
Chst10	0	0	1	0	35	15	14	51	94
RP23-101P2.3	0	0	0	0	0	0	0	0	0
RP23-101P2.5	1	1	4	0	2	3	1	4	0
Nms	0	0	0	0	0	0	0	0	0
Pdcl3	292	212	222	236	962	673	560	1302	945
RP23-101P2.6	9	12	11	8	51	36	17	9	1
RP24-226L19.1	0	0	0	0	0	0	0	0	0
RP24-226L19.2	0	0	0	0	0	1	0	0	0
Mir6349	0	0	0	0	0	0	0	0	0
Npas2	16	6	3	5	111	118	82	19	40
RP24-180L10.1	0	1	0	1	3	1	0	3	2
RP24-539E18.2	2	2	4	1	1	0	2	1	0
Rpl31	3708	3797	3683	3034	6605	4914	5487	6503	14758
Tbc1d8	250	905	303	721	187	157	494	347	250
RP24-539E18.5	0	0	0	0	0	0	2	0	0
Gm24826	0	0	0	0	0	0	0	0	0
Cnot11	321	323	263	275	595	466	377	454	392
AC074336.1	50	62	40	38	38	54	95	61	37
Snord89	7	10	9	2	4	7	9	3	4
Rnf149	932	663	602	730	729	573	1081	222	151
Gm23722	0	0	3	2	1	1	1	0	0
RP24-505E24.2	5	9	8	3	8	5	5	23	25
Creg2	0	0	0	0	26	20	9	6	65
RP24-505E24.3	0	0	0	0	0	1	0	0	2
Rfx8	0	0	0	0	1	0	1	0	4
RP23-469H11.2	0	0	0	0	0	0	0	4	8
RP23-469H11.1	0	0	0	0	0	0	0	0	0
Map4k4	185	171	85	211	780	617	750	700	960
RP24-127D13.5	0	0	0	0	0	0	0	1	1
Il1r2	0	3	4	5	15	6	16	222	65
RP24-127D13.3	0	0	0	0	0	2	1	1	3
RP24-127D13.2	0	0	0	0	0	0	1	1	0
Il1r1	1520	2065	1249	2149	288	202	812	211	240
RP24-317P24.1	56	74	23	67	2	2	4	0	0
Il1rl2	6	4	2	1	35	29	113	58	59
RP23-100P14.3	0	0	0	0	0	0	1	0	0
Il1rl1	0	2	0	0	12	23	21	171	52
Il18r1	21	2	2	4	120	64	30	58	232
Il18rap	2	2	5	3	47	41	57	233	181
RP23-346B12.3	0	0	0	0	0	0	0	0	0
Slc9a4	0	0	0	0	113	38	0	9	14
RP23-346B12.4	0	0	0	0	0	0	0	4	6
Slc9a2	0	0	0	0	653	545	1	321	202
RP23-413K6.3	0	0	0	0	6	7	0	0	0
RP23-413K6.4	1	0	0	0	0	1	2	10	0
Mfsd9	59	24	35	54	633	410	93	37	54
Tmem182	0	0	0	0	40	102	0	2984	2535
RP23-247G20.1	0	0	0	0	0	0	0	0	0
RP24-532K6.1	0	0	0	0	0	0	0	0	0
RP23-59E7.1	0	0	0	0	0	0	0	0	0
RP23-176M9.1	0	0	0	0	0	0	0	0	0
RP24-177N20.1	0	0	0	0	1	0	0	0	0
RP24-177N20.2	0	0	0	0	0	0	0	0	0
RP24-421J9.1	0	0	0	0	0	0	0	0	0
RP24-421J9.5	0	0	0	0	0	0	0	0	0
RP24-421J9.3	0	0	0	0	1	0	0	0	0
RP24-421J9.4	0	0	0	0	0	0	0	0	0
RP23-480H8.1	0	0	0	0	0	0	0	0	0
Pantr1	0	0	0	0	246	180	0	3	0
RP23-71K9.3	0	0	0	0	0	0	0	0	0
RP23-114H2.1	0	0	0	0	12	15	1	1	0
Pou3f3	0	0	1	0	1605	1237	0	29	0
Pantr2	0	0	0	0	71	74	0	2	0
Dalir	0	0	0	0	7	4	0	0	0
Mrps9	477	307	407	297	890	698	381	751	956
Gm23126	0	0	0	0	0	0	0	0	0
Gpr45	0	0	0	0	0	0	2	0	2
Gm24001	0	0	0	0	0	0	0	0	0
Tgfbrap1	832	828	718	741	1190	918	733	262	313
RP23-466C15.3	0	0	0	0	0	0	0	0	0
RP23-466C15.4	6	8	10	3	17	12	2	5	8
AC161207.1	289	302	263	324	435	310	351	537	325
Fhl2	2	5	6	3	430	332	66	103	74
AC161207.2	613	582	546	577	915	732	765	718	1708
RP23-305F24.3	0	0	0	0	0	1	0	1	0
RP23-305F24.2	0	0	0	1	0	0	0	0	0
RP23-389C9.4	0	0	0	0	0	0	2	0	0
Nck2	19	21	17	20	267	245	93	310	304
RP23-389C9.3	0	0	0	0	0	0	1	0	0
RP23-435E15.3	1	0	0	0	4	3	2	0	1
AC159092.1	2	0	1	2	24	20	1	9	12
RP23-103C13.1	1	0	0	0	5	2	3	7	2
RP23-103C13.2	0	0	0	0	0	0	0	0	0
RP23-103C13.5	5	5	5	0	10	5	8	2	0
Uxs1	270	225	138	228	1510	1060	567	339	434
AC159092.3	5	9	7	7	13	8	8	1	12
RP24-316C22.1	8	6	6	4	18	19	25	9	11
RP24-316C22.2	0	0	0	0	0	0	0	0	0
Gm26352	0	0	0	0	0	0	0	0	0
Gm24180	0	0	0	0	0	0	0	0	0
Tpp2	1088	934	675	1025	1172	855	1733	714	624
Mettl21c	0	0	0	0	0	7	0	954	586
AC111064.2	0	0	0	0	0	0	0	1	0
Gm8251	7	13	1	24	10	8	4	1	4
Tex30	71	68	66	60	109	84	159	163	149
RP24-343K18.1	0	0	0	0	0	0	0	0	0
Kdelc1	97	103	111	110	293	219	188	48	70
Bivm	303	184	213	191	535	381	356	124	163
Ercc5	346	414	479	376	663	560	355	370	346
Mettl21e	0	0	0	0	0	0	0	13	16
AC110217.1	0	0	0	0	0	1	0	1	1
RP23-210C21.1	0	0	0	0	1	0	0	0	0
RP23-210C21.2	0	0	0	0	0	0	0	0	0
Txn-ps1	5	5	6	3	12	10	7	5	3
Gulp1	5	17	12	21	141	135	17	84	156
RP23-68D4.1	1	1	1	0	1	0	0	0	0
AC107810.1	1	0	0	2	3	1	1	2	2
RP24-541P18.3	0	0	0	0	0	0	0	0	0
RP24-541P18.1	0	0	0	0	1	0	0	0	0
RP23-231B19.1	0	0	0	0	1	0	0	0	0
RP23-231B19.2	0	0	0	0	0	0	0	0	0
RP23-231B19.3	0	0	0	0	0	0	0	0	0
RP23-274N9.1	4	11	4	1	15	2	6	1	2
Col3a1	451	340	203	373	968	772	2162	2013	4323
Gm47302	0	0	0	0	0	0	0	0	0
Col5a2	54	33	43	48	540	507	665	374	615
RP24-370G18.1	0	0	0	0	0	3	1	0	0
RP23-304F24.1	0	0	0	1	0	0	0	0	0
RP23-304F24.2	0	1	1	0	2	0	0	0	0
RP23-304F24.3	0	0	0	0	0	0	0	0	0
Gm23216	0	0	0	0	0	0	0	0	0
Gm23974	0	0	0	0	0	0	0	0	0
RP24-350F5.1	0	0	0	0	0	0	0	0	1
Gm23984	0	0	0	0	0	0	0	0	0
Wdr75	327	403	284	401	620	450	479	403	408
RP23-241P4.1	0	0	0	0	0	0	0	0	0
AC121575.1	1284	1292	1353	1065	2457	2134	1746	2376	4152
RP23-183P22.1	3	4	2	4	5	5	7	9	1
RP23-183P22.3	0	0	0	1	6	3	5	0	0
Slc40a1	3460	2403	2133	3106	1434	1047	5501	1047	368
RP23-183P22.5	1	0	0	0	0	0	1	0	0
Rpl23a-ps1	9	13	2	6	19	12	18	26	34
RP23-183P22.2	1	0	3	0	5	2	1	0	0
Stk-ps2	0	0	0	0	0	0	0	0	0
RP24-85N11.1	2	0	1	2	0	0	1	1	0
Dnah7b	5	0	4	2	255	199	8	9	10
n-R5s211	0	0	0	0	0	0	0	0	0
RP23-76C10.2	127	279	70	251	206	171	130	121	182
Dnah7c	1	1	0	1	80	62	3	2	5
Slc39a10	87	78	29	92	1109	634	296	156	157
RP24-287C2.2	9	23	25	13	35	49	20	32	53
RP24-287C2.1	0	0	0	0	0	0	0	0	0
RP23-461J11.1	13	17	14	6	26	20	10	21	10
RP23-69F3.1	0	0	0	0	0	0	1	0	0
WI1-2263N2.1	0	0	0	0	0	0	0	1	0
AC102313.1	141	120	79	140	285	180	141	86	85
RP23-240G10.1	0	0	0	0	0	0	0	0	0
Mir6350	0	0	0	0	0	0	0	0	0
RP23-240G10.2	0	0	0	0	0	0	0	0	0
RP23-241J21.2	0	0	0	0	0	0	0	0	0
RP23-241J21.1	249	517	91	609	720	517	354	220	335
Gm22419	0	0	0	0	0	0	0	0	0
Gm23829	0	0	0	0	0	0	0	0	0
RP24-275N11.1	0	0	0	0	0	0	0	0	0
RP24-257G18.1	0	0	1	0	2	3	0	0	2
Gm23240	0	0	0	0	0	0	0	0	0
RP24-267A19.1	0	0	0	0	0	0	0	0	0
RP23-263K13.1	0	0	0	0	0	1	0	0	0
RP23-263K13.2	0	0	0	0	0	0	0	0	0
RP23-34F5.1	0	1	0	0	0	0	0	0	1
Gm22693	0	0	0	0	0	0	0	0	0
RP24-469G14.1	0	0	0	0	0	0	0	0	0
RP24-469G14.2	0	0	1	1	3	4	1	0	0
RP24-170N13.1	0	0	0	0	0	0	0	0	0
RP24-292D18.1	0	0	1	0	0	0	2	0	0
RP24-292D18.2	0	0	0	0	0	0	0	0	0
RP23-294D6.1	0	0	0	0	0	0	0	0	0
RP23-249J23.1	0	0	0	0	0	0	0	0	0
RP23-249J23.2	0	0	0	0	0	0	0	0	0
RP23-249J23.3	0	0	0	0	0	0	0	0	0
Gm27330	0	0	0	0	0	0	0	0	0
RP24-92O11.1	0	0	0	0	0	0	0	0	0
RP23-212E14.1	0	0	0	0	0	0	0	0	0
Gm25843	0	0	0	0	0	0	0	0	0
RP24-479J20.1	0	0	0	0	0	0	0	0	0
Tmeff2	4	16	25	9	19	44	3	45	249
RP23-122O4.1	0	0	1	0	0	0	0	0	0
Gm25736	0	0	0	0	0	0	0	0	0
RP24-330P10.1	0	0	0	0	0	0	0	0	0
RP24-330P10.2	0	0	0	0	0	0	0	0	0
RP24-555D5.1	0	0	0	0	1	0	0	0	2
RP24-555D5.2	0	0	0	0	0	0	0	0	1
Sdpr	191	112	124	179	979	1022	356	2021	2002
RP24-240I9.2	0	0	0	0	1	0	0	0	0
RP24-267E6.2	0	0	0	0	0	0	0	0	0
Nabp1	536	408	371	364	2227	2045	1416	1051	1366
RP23-273G4.1	21	31	11	29	107	95	45	2	3
RP23-273G4.2	0	0	0	0	0	0	0	0	0
RP23-139L20.1	1	2	0	0	0	0	1	0	2
Myo1b	4388	3542	2578	4021	440	279	2779	333	347
RP23-373D7.2	0	0	1	1	0	0	0	0	0
RP23-348P7.1	1	0	1	0	1	0	0	0	0
RP23-348P7.3	1	0	0	1	2	1	1	1	2
Gm27607	0	0	0	0	0	0	0	0	0
RP23-348P7.2	8	9	9	5	8	7	9	8	17
Stat4	2	1	5	0	21	18	30	84	210
RP24-194N4.4	0	1	0	0	0	0	0	0	0
RP24-194N4.2	29	33	26	32	77	59	58	90	137
RP24-194N4.6	18	13	24	10	21	8	16	13	16
Stat1	375	283	467	241	1062	1012	2195	909	1713
RP24-194N4.5	0	0	0	0	0	0	0	0	0
Gls	69	60	58	77	5134	3348	686	1154	794
RP23-176K16.1	0	0	0	0	0	0	0	0	0
Gm23460	0	0	0	0	0	0	0	0	0
Nab1	1392	1096	982	1043	1652	1186	1687	493	457
RP24-150D18.2	2	2	0	1	2	1	1	2	2
Rps27a-ps1	7	4	6	2	8	2	7	7	12
RP24-388H6.2	1	0	1	0	3	0	0	0	2
RP24-388H6.3	0	0	0	0	0	0	0	0	0
RP24-388H6.4	132	150	107	108	224	188	173	232	154
Tmem194b	10	17	17	5	93	89	92	106	178
RP24-388H6.6	0	1	1	0	2	0	0	0	1
Mfsd6	204	242	170	241	610	370	287	171	163
RP23-335D20.1	0	1	0	0	0	0	0	0	0
RP24-330E8.1	0	0	0	0	0	0	0	0	0
Inpp1	246	171	231	176	332	210	291	154	182
Hibch	1677	1301	1465	1326	1604	1272	971	1031	1695
AC110177.2	0	0	0	0	0	0	0	0	0
AC129337.1	0	0	0	0	8	15	0	23	46
Mstn	0	0	0	0	0	7	0	419	178
Gm24349	0	0	0	0	0	0	0	0	0
RP24-481M4.2	3	1	2	2	1	1	2	1	0
Pms1	146	117	126	135	140	103	195	54	49
RP24-481M4.1	0	0	0	0	0	0	0	0	0
Ormdl1	498	383	384	366	433	310	491	376	370
RP24-93I18.2	0	0	0	0	0	0	0	0	0
Osgepl1	358	274	344	281	534	418	290	416	465
RP24-93I18.4	0	0	0	0	0	0	0	1	0
RP24-93I18.3	0	0	0	0	0	0	0	0	0
Asnsd1	154	133	203	94	167	173	172	517	556
RP24-93I18.5	0	0	0	0	0	0	0	0	0
RP24-93I18.6	0	0	0	0	0	0	0	0	0
RP24-93I18.7	0	0	0	0	0	0	0	0	0
Dnah7a	1	1	0	0	38	31	1	0	12
Gm25240	0	0	0	0	0	0	0	0	0
Stk17b	123	97	51	117	582	475	1699	1245	1284
RP23-414N3.1	0	0	0	0	0	0	0	0	0
Hecw2	38	41	35	39	226	177	87	42	44
Mir7681	0	0	0	0	0	0	0	0	0
Gm24251	0	0	0	0	0	0	0	0	0
RP23-259O15.2	0	0	0	0	0	0	0	0	0
Gm25829	0	0	0	0	0	0	0	0	0
Ccdc150	1	1	0	0	13	5	4	44	1
Gtf3c3	366	261	282	290	626	407	440	228	220
RP23-338P10.4	0	0	0	0	1	0	0	0	0
Pgap1	561	442	364	469	843	505	362	156	134
RP24-290F15.1	0	0	1	1	0	1	0	0	0
RP24-290F15.2	0	0	0	0	0	1	0	2	0
Ankrd44	75	49	50	70	789	552	447	579	526
RP24-97J22.2	0	0	0	0	0	0	0	2	0
RP23-388I22.1	0	0	0	0	0	2	2	1	2
Gm24053	0	0	0	0	0	0	0	0	0
RP23-68O7.2	0	0	0	2	0	0	0	0	1
Sf3b1	3118	2912	3014	2906	7010	5497	4708	4140	3430
RP23-16N14.2	5	10	13	7	8	9	7	4	3
Coq10b	901	806	884	729	1240	785	577	647	488
RP23-16N14.5	72	12	39	17	52	34	6	5	6
Hspd1	9719	10661	7865	11152	14306	10396	7058	4727	4072
Hspe1	2241	3106	2505	2471	3429	2489	2064	2025	2605
RP23-16N14.6	1	0	0	0	1	0	0	0	0
RP23-16N14.1	22	33	33	26	51	42	48	14	22
Mob4	529	467	411	376	1039	817	630	1287	903
RP23-93M3.2	28	25	27	24	48	27	25	102	95
Rftn2	9	19	10	14	82	42	30	41	91
RP23-130K20.1	1	2	1	1	10	3	2	4	4
Mars2	83	134	68	148	354	274	109	171	122
Boll	1	0	0	2	3	1	0	0	1
AC122223.2	41	52	56	35	216	145	146	252	536
RP23-130K20.4	1	3	2	3	2	3	6	4	4
RP23-130K20.5	0	0	0	0	0	0	0	0	0
Plcl1	12	15	3	18	456	327	116	95	74
RP23-453N3.4	3	0	2	0	4	5	0	1	0
RP23-453N3.5	11	18	15	27	1320	154	272	415	670
RP23-242C11.1	0	0	0	0	0	0	0	0	0
RP24-421N21.1	0	0	0	0	0	1	0	1	0
RP24-421N21.2	0	0	0	0	0	0	0	0	0
RP23-258N15.1	0	0	0	0	0	0	0	0	0
RP23-478I8.1	2	4	0	0	4	6	4	2	7
RP24-146K19.1	0	0	0	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0	0	0	0
Satb2	6	12	19	10	282	225	21	22	2
RP24-123J3.1	0	0	1	0	53	40	2	4	1
RP24-123J3.2	0	0	0	0	0	0	0	0	0
Gm23943	0	0	0	0	0	0	0	0	0
RP24-95P4.1	0	0	0	0	0	0	0	0	0
RP24-95P4.2	0	0	0	0	0	0	0	0	0
RP24-77I21.1	0	2	0	1	2	3	2	9	6
RP24-77I21.2	1	0	1	2	1	0	4	5	1
RP24-77I21.3	662	494	390	400	275	247	489	124	114
Tyw5	140	108	130	101	223	169	169	134	133
Maip1	331	306	339	270	619	454	329	431	442
Gm22371	0	0	0	0	0	0	0	0	0
Gm24014	0	0	0	0	0	0	0	0	0
RP23-433B11.2	0	0	0	0	0	0	0	0	0
RP23-433B11.1	0	0	0	0	0	0	0	0	0
RP23-433B11.3	0	0	0	0	0	0	0	0	0
Spats2l	12	9	22	20	247	175	146	34	75
RP24-123P22.3	0	0	0	0	0	0	0	0	0
Kctd18	111	128	108	126	264	179	161	136	183
Sgol2a	7	9	0	7	21	24	112	103	31
Aox1	4141	3019	2467	3579	79	126	1511	319	411
Aox3	30979	18133	15635	20624	66	49	5518	18	56
Gm24548	0	0	0	0	0	0	0	0	0
Aox4	1	0	0	0	1	2	1	4	3
RP23-124O19.1	0	0	0	0	0	0	0	0	0
Aox2	2	0	0	0	4	4	3	0	1
RP24-191N24.2	11	13	13	10	52	45	30	10	18
Bzw1	3230	2871	2244	2792	5181	3666	4154	2375	1840
Clk1	1200	1434	1772	1177	4238	3603	2677	3272	2454
Ppil3	207	138	186	127	387	259	285	349	443
Nif3l1	273	242	229	329	462	342	312	204	282
Orc2	106	132	114	153	606	416	258	440	309
Gm23966	0	0	1	0	1	0	1	0	0
AC118698.3	4	3	7	4	9	11	1	0	3
Fam126b	1065	933	528	940	1378	953	352	335	296
Ndufb3	1270	1188	1324	1023	1983	1548	660	2528	2399
RP24-82I5.2	0	1	0	0	1	0	0	0	2
RP24-273P12.1	0	0	0	0	0	0	0	0	0
Cbx3-ps7	215	146	146	152	359	306	375	357	194
Als2cr12	2	2	10	3	78	60	2	30	99
RP24-285E3.2	72	68	46	55	80	59	65	84	187
RP24-273P12.2	0	0	0	0	0	0	0	0	0
Cflar	2792	2202	1388	2369	3436	2613	2483	857	1124
RP24-273P12.3	0	0	0	0	0	1	0	2	1
Casp8	638	945	702	924	1030	820	1637	242	459
RP24-273P12.4	4	11	0	9	12	9	4	1	0
RP24-285E3.4	0	0	0	0	2	3	1	3	15
Trak2	460	495	406	517	2616	1973	582	1905	734
Stradb	907	871	833	873	1112	849	780	1041	880
WI1-1860G10.1	0	0	0	0	0	0	0	0	0
RP24-535E21.1	0	0	0	0	0	0	0	0	0
Als2cr11	0	0	0	0	0	0	0	0	0
Gm25502	0	0	0	0	0	0	0	0	0
Tmem237	38	32	36	35	403	306	114	97	74
RP24-535E21.4	1	2	12	0	24	22	4	24	17
Mpp4	89	124	64	106	26	23	20	6	9
RP24-89C18.1	0	0	0	2	0	0	0	0	0
RP24-89C18.2	0	0	0	0	0	0	0	0	0
Als2	1980	1774	884	1822	815	624	1086	183	152
Cdk15	0	0	5	0	2	5	0	14	13
RP24-149E13.1	1	0	0	0	0	0	0	0	0
RP24-149E13.2	0	0	0	0	0	0	0	0	1
Fzd7	586	374	245	279	293	295	392	342	269
RP24-421H8.1	0	0	0	0	0	0	0	0	0
RP24-147G7.1	0	0	0	0	7	7	62	7	12
RP24-421H8.2	0	0	0	0	0	0	0	0	0
RP24-421H8.3	0	0	0	0	0	0	0	0	0
Sumo1	600	542	506	468	1879	1369	1174	1841	2274
Gm24545	0	0	0	0	0	0	0	0	0
RP24-147G7.2	12	1	11	5	5	8	7	2	1
RP24-147G7.3	0	1	1	1	1	0	1	0	0
Nop58	416	509	345	554	799	564	886	633	588
Snord70	1	0	0	0	1	0	1	0	0
Gm26293	0	0	0	0	0	0	0	0	0
Gm26287	0	0	0	0	0	0	2	0	0
Snord11	0	0	0	0	0	0	0	1	0
Bmpr2	699	576	421	601	1824	1425	946	1261	805
RP24-178N19.2	0	0	0	0	0	0	0	0	0
RP23-27C10.1	0	0	0	0	0	0	0	0	0
Fam117b	142	123	123	115	747	692	338	368	337
RP23-27C10.2	0	0	0	0	0	1	0	0	0
RP23-27C10.4	0	0	0	0	0	0	0	0	0
Ica1l	0	0	0	0	6	1	1	7	4
Wdr12	362	373	278	432	481	351	368	512	526
Carf	88	71	64	71	179	143	95	128	62
AC116581.2	343	328	389	271	792	595	682	1066	1835
Nbeal1	721	618	421	649	1753	1134	673	411	298
RP23-431H7.1	0	0	0	0	0	0	0	0	0
Cyp20a1	211	158	142	145	443	329	374	123	150
RP23-264G9.1	0	0	0	0	0	0	1	0	1
Abi2	17	29	15	25	440	360	135	155	159
Raph1	1609	1628	1116	1571	457	245	1722	279	257
RP23-17F2.2	355	330	303	318	227	192	283	304	451
RP23-17F2.3	0	0	0	0	0	0	0	0	0
RP23-17F2.4	1	0	2	2	10	5	3	1	2
RP23-17F2.6	9	7	9	2	0	0	6	0	0
Gm23762	0	0	0	0	0	0	0	0	0
RP23-157N11.1	0	0	0	0	0	0	0	0	0
Eif4a-ps4	1851	1970	1535	1712	1695	1274	2434	1144	1843
Cd28	4	2	5	3	47	43	69	117	191
RP23-157N11.4	0	0	0	0	0	1	0	0	0
RP23-157N11.5	0	0	0	0	1	3	0	53	28
RP23-157N11.10	0	0	0	0	0	0	1	5	2
RP23-157N11.7	0	0	0	0	0	0	0	4	3
RP23-157N11.6	0	0	2	1	2	2	2	2	2
RP23-157N11.11	0	0	2	1	0	0	5	0	2
Ctla4	2	0	0	0	45	17	34	53	146
Rpl18-ps1	440	417	353	331	658	490	640	647	1576
RP23-146J17.3	0	0	0	0	0	1	0	0	0
Icos	23	8	15	16	38	30	166	51	206
RP23-148E7.2	0	0	0	0	1	0	1	1	0
Rpl17-ps1	0	1	0	1	0	0	0	0	2
RP23-163J17.2	0	0	0	0	0	0	0	0	0
RP23-163J17.3	0	0	0	0	0	0	0	0	0
RP23-163J17.4	0	0	0	0	0	0	0	0	0
RP23-429E18.1	0	0	0	0	0	0	0	0	0
RP23-429E18.2	0	0	0	0	0	1	0	0	0
RP23-280M7.1	0	0	0	0	0	0	0	0	0
Gm25839	0	0	0	0	0	0	0	0	0
RP23-280M7.2	0	0	0	0	0	0	0	0	0
RP23-280M7.4	0	0	0	0	0	0	0	0	0
RP23-280M7.3	0	0	0	0	0	0	0	0	0
RP23-255M18.1	0	0	0	0	0	0	0	0	0
Pard3b	126	90	49	85	242	161	86	97	95
RP23-327M13.2	0	0	0	0	0	0	1	0	0
RP23-327M13.3	0	0	1	0	0	1	0	1	0
RP23-327M13.4	0	0	0	0	0	0	0	0	0
Pard3bos1	0	0	0	0	0	0	0	0	0
RP23-327M13.6	0	0	0	0	0	0	0	0	0
RP23-15E24.3	0	0	0	0	0	0	0	0	0
RP23-361M22.2	0	0	0	0	0	0	0	0	0
Pard3bos2	0	0	0	0	0	0	0	0	0
RP23-26A10.3	0	0	0	0	0	0	0	0	0
Pard3bos3	9	3	6	7	8	6	19	0	0
RP23-20G7.4	0	0	0	0	0	0	1	1	0
RP23-20G7.3	0	0	0	0	0	0	0	0	0
RP23-20G7.2	150	164	156	144	186	132	135	154	261
Nrp2	761	212	207	201	426	323	474	344	478
RP23-20G7.7	0	0	0	0	0	0	0	0	0
RP23-149A5.4	4	2	0	4	6	2	2	1	1
RP23-149A5.3	0	0	0	0	82	57	0	3	9
Ino80d	426	430	396	379	915	746	559	341	312
Gm44468	0	0	0	0	0	0	0	0	0
Gm24942	0	0	0	0	0	0	0	0	0
Rps13-ps7	0	0	0	0	0	0	0	1	0
Rps27-ps1	1	1	1	0	3	3	4	10	8
Ino80dos	13	18	21	23	74	58	19	49	20
RP23-13C17.6	101	99	135	115	233	216	135	120	54
Ndufs1	2891	2246	2161	2486	6953	5091	2078	5896	4238
Gm24557	0	0	0	0	0	0	0	0	0
Eef1b2	3115	2722	3000	2522	4994	3681	4113	7644	9203
Gm27390	0	0	0	0	0	0	0	0	0
Gm26457	1	2	1	0	3	1	2	5	6
Snora41	6	8	5	5	5	10	19	9	22
Gpr1	0	0	0	0	1	2	0	5	22
Gm27512	0	0	0	0	0	0	1	0	0
Platr12	0	0	0	0	0	0	0	0	0
RP23-434D24.3	0	0	0	0	0	0	0	0	0
RP23-434D24.1	0	0	0	0	0	0	0	0	0
Gm24513	0	0	0	0	0	0	0	0	0
Zdbf2	0	1	0	0	1	4	1	2	13
Gm23448	0	0	0	0	0	0	0	0	0
RP23-388B5.2	0	0	0	0	0	0	0	0	0
RP23-388B5.1	550	486	571	438	873	753	563	243	309
Adam23	207	231	175	259	14	19	230	35	148
Gm22281	0	0	0	0	0	0	0	0	0
RP23-341P11.7	0	0	0	0	0	0	0	0	0
Dytn	0	0	0	0	0	1	0	0	0
RP23-341P11.4	0	0	0	0	0	0	0	0	0
Mdh1b	0	0	2	1	4	3	0	1	0
Fastkd2	370	360	340	340	824	539	405	435	444
RP23-132J5.2	0	0	0	0	0	0	0	0	0
RP23-374K2.1	0	0	0	0	0	0	0	0	0
RP23-374K2.3	0	0	0	0	0	0	0	0	0
RP23-374K2.2	0	0	0	0	1	1	0	0	0
Klf7	129	74	102	113	294	251	371	170	147
Gm26649	0	0	0	0	0	0	0	0	0
Mir6899	0	0	0	0	0	0	0	0	0
RP23-45M23.1	0	0	0	0	0	0	0	0	1
RP23-45M23.2	7	3	5	3	4	5	6	1	1
RP23-45M23.6	0	0	0	0	0	1	0	0	0
Gm25748	0	0	0	0	0	0	0	0	0
RP23-62B14.1	0	0	0	0	0	0	0	0	0
Creb1	412	422	247	451	1107	842	868	748	632
Mettl21a	145	139	108	143	234	165	226	240	253
