Geneid	Length	genome_mapping/Control1.rn6.sorted.bam
Tinag	1652	2
Ndufs1	2476	2387
Ca5b	1765	304
MGC95208	1322	72
Git2	2985	1927
Tm9sf2	2773	2869
Ptbp2	1817	591
Mavs	2942	536
Akap3	2860	9
Fam151a	1884	154
Txndc2	1845	0
Pla2g6	3208	638
Vrk3	1732	793
Creb3l1	2642	649
Fbxl6	1702	356
Thap4	1929	399
Arhgef6	2319	579
Mtmr9	2216	743
Sorbs3	2598	1889
Rap1a	2433	3274
Atp2b4	4102	898
Kat5	1864	733
Dhx40	2798	973
Kif2b	2217	0
Psmd12	1485	1367
Jpt1	1341	1501
Ffar2	993	3
Kifc1	2296	526
Gfpt1	2260	736
Clec4a2	790	102
Plppr2	2870	524
Rbm47	2346	246
Pi4k2b	1691	307
Letm1	2565	987
Dnajb13	2255	47
Dagla	5567	625
Itch	2565	1116
Galc	2054	1055
Rdx	4105	2978
Clec4a1	1200	1114
Clec4a3	779	796
Spi1	1341	1114
Repin1	1713	319
Ddx19b	6464	678
Clec4b2	712	3
Clec4e	724	70
Omg	1838	1015
Clec4a	831	209
Hcst	424	65
Mib2	3799	802
Abtb1	1887	416
Capzb	1626	5401
Ccin	1888	1
Cct2	1904	2962
Chpf	2917	1662
Efemp2	1573	1174
Ghitm	1372	3001
Olr156	900	0
Olr595	906	0
Olr990	888	0
Olr1362	942	0
Olr1738	891	1
Pigs	2409	1091
Coasy	2029	668
Cldnd1	2145	1924
Katnal1	1634	154
Eif4h	2420	5775
Sdad1	2243	270
Noa1	2231	219
Mtfp1	1354	56
Osm	720	32
Tinf2	1656	308
Itm2b	1757	13434
Babam1	1321	1062
Mrpl34	572	252
Eci2	1575	577
Kars	2143	2442
Tsen34	1344	0
Irf3	1445	1213
Uqcrc2	1830	3103
Cln3	1675	440
Ndufv1	1481	1845
mrpl11	775	399
Ccdc86	1026	262
Ms4a6bl	1353	557
Tars	2433	1054
Adad1	1912	0
Sec13	1274	1098
Matn1	1889	0
Bcap29	1733	795
Dlst	2779	2579
Uxt	527	321
Abhd17a	1447	1197
Vezt	2883	624
Mrpl13	766	455
Ecsit	1453	430
Spg21	1503	1589
Wdr6	4164	1705
Shisa5	1455	2008
Igsf5	2138	7
Nudt9	1394	982
Ang	438	21
Sgcg	1499	62
Gpr180	1808	536
Acat2	1999	427
Ddx18	2151	463
Smpd1	2310	2691
Aldh3b1	1863	360
Xrcc4	1439	127
Pcgf1	828	111
Ift74	2109	335
Mxra8	2268	2310
Cnot10	2495	734
Tuba4a	1449	1675
Arhgdia	1823	15835
Dusp13	2166	3
Rnaseh2b	1422	385
Chchd10	619	551
Drc1	2455	135
Dnaaf4	1996	38
Zpbp2	1437	30
Alx3	1799	0
Gphb5	390	0
Rbm4b	1801	248
Rnase2	650	4
Sspo	15560	36
Hmgn3	1407	734
Atp6ap2	1170	2357
Clstn1	4328	5147
Creb3l4	1104	1
Plin2	1834	5420
Ctnna1	3619	5594
Tob2	2275	483
Sun1	2465	710
Btrc	2313	601
Stau2	3395	700
Itpr1	9757	947
Ugt2b37	1896	0
Os9	2617	3639
Fblim1	1442	250
Lefty2	1365	4
Adgre1	3227	1208
Adgre4	2109	13
Fshb	1655	0
Rpl9	694	3
Rpl23	488	5610
Rps4x	949	7251
Pcbd1	776	78
Gsto1	878	1154
Rps20	503	0
Rplp1	496	4769
Svs3a	1182	0
Sars	1859	2203
Pigq	3003	2248
Skp1	1214	5260
Mfap3	1905	270
Wrap53	1757	200
Rflnb	1366	92
Ccl7	807	397
Ddx5	2382	9810
Wipi2	1712	682
Wsb2	1537	1678
Nuak2	2877	313
Rchy1	1673	819
Tmed5	1813	762
Pdhb	1787	1314
Dhrs1	1574	809
Pdlim2	1530	280
Mettl6	1645	226
Qars	2769	2607
Epdr1	2205	1494
Ggps1	2593	316
Stard6	1270	92
Cxxc5	2065	1253
Nutf2	1929	1389
Zfand6	1546	1544
Ascc1	1486	422
Mocs2	1591	666
Pelo	1479	506
tGap1	4122	3
S100a1	601	635
mrpl24	1596	525
RGD1359334	1232	1
St7l	2514	493
Ints12	1494	204
Rnd3	2002	578
Phospho2	2105	285
Tmx2	1612	1428
Mturn	1581	181
Fkbp9	3005	2034
Rnf181	1795	1695
Cdca3	1496	489
Tssk3	1003	9
Pef1	1498	1188
Pole3	2598	948
Mrps15	2200	610
Agtrap	2156	683
Ube2j2	1613	726
Mapre3	1813	1096
RGD1359127	1617	344
Them6	1542	228
Atg101	1420	401
Ccdc82	3024	488
Thyn1	955	436
Arcn1	3461	3495
Ints14	2281	528
Abhd14b	1575	419
Tex264	1459	1288
Bcs1l	1650	201
Sat1	1166	5343
Ubald1	1317	101
Zfp672	2921	250
Odf4	1433	6
Cyb5d2	1457	76
Tmem98	1410	696
Mmd	2642	731
Slc25a19	1474	140
C1qtnf1	1534	338
Timmdc1	1335	467
Lyl1	1459	516
Rabif	1788	29
Tmem206	1396	414
Abhd6	2202	672
Zfp219	2806	784
Thtpa	2509	1459
Glt8d1	1619	793
Klf2	1056	440
Klhdc8b	1828	247
Cln8	2225	985
Cndp1	2641	932
Fam210a	9624	1061
Ciapin1	1779	551
Fbxo30	3208	285
Prss23	1852	1125
Nfatc2ip	1474	131
Ttc9c	2012	886
Ifit3	2026	168
Tcp11	1934	13
mrpl9	1418	730
Prune1	1697	289
Golph3l	1881	426
Cept1	2122	1011
M6pr	2256	1121
Tram1	2755	3131
RGD1359108	3410	786
Cptp	1973	306
Galm	2165	514
Ubr7	3250	1367
Trmt61a	1834	24
Hgh1	2261	317
RGD1359634	1384	783
Mief1	2124	429
Pxylp1	2829	219
Gtf2f1	1676	1388
Cavin2	2121	474
Tmbim1	2052	5718
Morf4l2	1820	4948
Ribc1	1488	118
Hsd3b1	1569	0
Gorasp2	2148	854
Emp2	3130	557
Hba2	545	3
Nt5c3b	1666	403
Dcakd	1709	1143
Icam2	1364	296
Dnai2	2897	41
Lypd1	2013	157
Mpzl1	2268	1496
Pf4	318	471
Cabp7	2723	733
Golga7	1979	2922
Serpinb9	1810	505
Nudt5	1342	298
Echdc1	1865	594
Sertad1	1169	215
Tmem109	1892	911
RGD1359158	1348	128
Tmem252	2052	602
Sar1a	2627	3003
Vps26a	1261	901
Isg20l2	1631	158
Ubac1	1804	760
Cdk9	1675	1161
Tor2a	1495	506
Tmem43	2855	1404
MGC94199	2019	60
Pomgnt1	2712	1276
Tmem18	1444	253
Atp5s	1991	139
Chpt1	1530	314
MGC94207	1743	582
Mns1	1795	115
Cyb561d2	1464	265
Rassf1	1948	343
Scly	2135	444
Gemin8	1160	394
Armcx6	1931	118
Nufip1	1636	346
March3	1772	243
Abcb8	2145	719
Arrdc3	1245	721
Btk	1859	381
Cir1	1356	500
Glyr1	1659	1321
Yipf3	2384	1422
Cmtm6	593	307
Clpx	1902	609
Snf8	777	834
Psma7	908	2044
Tbl3	2501	585
Cdkn2aipnl	1782	1065
Flii	4000	2931
Lrrc59	2802	1191
Psmd3	2121	2298
Galk1	1324	661
Mettl23	901	97
Crkl	2773	166
Spice1	3025	171
Mtx2	1213	509
Donson	2214	290
RGD1306954	1153	489
Sbds	1396	1558
Fam216a	1244	484
Tfip11	3500	683
Diablo	1308	517
Tfb2m	2067	300
Fip1l1	1896	920
Emc9	818	92
Tmem254	1184	401
Stard3nl	1270	997
Rnmt	2019	445
Nedd4l	4206	921
Usp14	2126	2084
Sft2d1	972	879
Snrpa	1146	448
Ptov1	1723	1953
Eif1ad	2552	512
Calhm2	1833	283
Fam207a	1733	348
Zufsp	1992	474
Btf3	861	2507
Rxfp3	1431	3
Ermn	1780	2632
Serinc3	2145	6261
Cbx3	1718	643
Mkrn2	2211	596
Ltbr	2075	1718
Plag1	3335	87
Erp44	1411	987
Ndufaf7	2372	318
Maea	2151	2009
Rhoj	1832	772
Gadd45b	1276	393
Shmt2	2045	847
Pmm1	1198	1256
Eif4b	3659	5463
Tmem218	973	263
Rexo2	1185	1838
Fam96a	1142	720
Parp3	2100	719
RGD1311745	778	267
Polr1c	1290	380
Wdfy1	1360	946
Col4a4	1152	37
Amn1	1243	260
Tmem97	1242	568
Eif4a2	1880	5976
Tnk2	4225	2394
Trmt10c	2623	365
Lrrc8d	3149	1655
Nelfa	2191	510
Thap1	953	111
Prl7a4	952	0
Akr1e2	1342	191
Timm21	1320	305
Etf1	2264	2103
Mesd	1992	1897
Rrp8	2072	211
Fank1	1292	32
Frmd8	2879	1847
Nfkb2	3070	542
Taf11	1188	282
RGD1309594	1751	600
Pmvk	975	509
Mkks	2970	445
Mrrf	3576	599
Emc3	1898	2171
Slc39a3	1361	303
Hcfc2	2353	445
Tmem106c	1400	441
Spata31a5	3275	0
Cdip1	2580	1706
Rnf167	1861	1066
Zfp655	3995	87
Zfand2a	3194	845
Snx24	2191	680
Tom1	2200	1119
Cenpn	1838	263
Isoc2b	1045	196
Sirt2	2044	6395
Pitpnm1	4165	1411
Sdhaf2	1856	1262
Papd4	1848	583
Srek1ip1	2282	368
Pgrmc2	1830	1149
Lamtor3	1218	706
Trappc3	1224	1154
Clba1	1675	90
Tspan31	1454	1052
Prr13	776	1759
Dis3l	3206	435
Ube2f	1119	737
Cnot8	2145	1784
Dpep3	1662	9
Rac2	1303	1933
Pmaip1	318	55
Ispd	2630	139
Gimap9	1700	52
Dhrs7b	1214	440
Tpst2	1792	547
Brd8	3296	1075
Isg20	794	50
Esrra	2157	605
Taar2	1020	0
Ccl21	838	73
Cldn19	1594	237
C1qa	1002	7760
Esrrb	1302	5
RGD1310553	3433	686
MGC105649	1152	221
Lrpprc	4310	1439
Abhd1	1364	170
Twf1	2875	2249
Aox2	4342	26
Aox4	4878	3
C1qc	1029	6264
Ndufs7	723	997
Bag5	2009	26
Aox3	4726	532
Dhodh	1529	122
Tmprss11g	2698	0
Slc10a4	1314	94
Ippk	1470	241
Zfp667	3384	71
Ndn	1600	992
Hapln3	1322	22
Prss35	3132	115
Rnase9	1260	0
Lmcd1	1663	488
Rcn3	1418	1225
Ebna1bp2	1109	617
Irf8	1275	901
Fga	2668	2
Il6st	7454	6871
Ka11	1387	4
Krt14	1458	4
Krt16	1392	0
Krt23	1269	2
Krt33a	1215	0
Krt34	1176	0
Krt36	1407	0
Krt28	1152	3
Krt12	1371	27
Slc9c1	3902	0
Lrrc66	2598	24
Psenen	534	910
Igtp	2102	296
Ciao1	1430	439
Txnip	2742	8414
Prim1	1628	1196
Cmbl	1131	493
Wdr77	2031	239
Impad1	6401	255
Eif1a	1830	805
Tmem170b	941	95
U2af1l4	703	340
Serpina11	1588	16
Krt1	2404	11
Krt82	1482	0
Krt10	1581	63
Krt76	1746	4
Krt4	1611	2
Krt77	1560	0
Krt73	1662	1
Krt72	1662	0
Krt86	1557	0
Krt85	1419	0
Krt84	1674	0
Kb23	1668	0
Krt81	1626	0
Krt80	1359	16
Krt42	1359	5
Krt31	1245	0
Krt32	1368	12
Krt33b	1156	0
Krt35	1368	0
Krt40	1296	2
Krt25	1341	7
Krt26	1293	26
Krt27	1350	0
Kb15	1599	1
RT1-T24-4	1654	0
RT1-A1	1566	624
Krt75	1722	10
RT1-A2	1560	2070
RT1-A3	1403	96
RT1-Ba	1119	433
RT1-CE1	1191	3
RT1-CE10	1114	628
RT1-CE11	1078	0
RT1-CE12	1111	0
RT1-CE13	427	187
RT1-CE14	1565	235
RT1-CE15	1097	148
RT1-CE16	1018	255
RT1-CE2	1093	91
RT1-CE3	1167	12
RT1-CE4	1117	121
RT1-CE5	1608	1235
RT1-CE7	1103	3
RT1-DOb	819	6
RT1-Da	1192	665
RT1-Ha	839	0
RT1-M1-2	1026	11
RT1-M1-4	1026	2
RT1-M10-1	915	0
RT1-M6-1	993	0
RT1-M6-2	999	19
RT1-N2	1390	18
RT1-N3	1804	374
RT1-O1	546	29
RT1-S2	531	27
RT1-T24-1	1059	167
Mrps10	508	127
Usp11	3399	1153
Pan2	3618	669
Usp54	5738	3757
Prss45	993	0
Prss46	750	1
Wfdc12	237	0
Wfdc6b	549	1
Wfdc9	225	0
Wfdc15a	243	0
Spink2	510	1
Spink4	228	1
Slpil2	393	0
Slpil3	393	0
Spink6	318	0
Spink14	297	0
LOC362901	978	0
LOC362921	412	0
Zfp292	9965	641
Scn4b	4272	1029
Spint5p	504	0
Uhrf1	2530	527
RT1-Db1	1273	315
Slc39a7	2290	2130
RT1-S3	2682	570
Serpinb3	981	0
Uqcrfs1	1087	1729
Yod1	912	59
Hbe1	444	0
Ssr1	2419	2430
Ldhd	1507	201
Krt2	2058	21
Zbtb22	2570	546
Tryx5	753	0
Prss58	723	0
Trim40	744	0
Trim10	2334	10
Stfa3l1	339	0
Pou5f1	1363	3
Wfdc15b	216	4
Capza2	2306	4141
Rps3	819	7293
Adprm	1262	328
Srsf9	1098	407
Chfr	3152	990
Mrfap1	1527	5118
Actr2	1303	3578
Nt5dc2	1798	640
Eci3	1185	491
Syne4	1141	11
Ndufc2	561	1246
Slx1b	2802	424
Ppdpf	660	1177
Tbrg1	1501	599
Mthfs	2754	543
Pla2g7	1772	5158
Cnot9	3351	888
Pask	4477	286
Mrpl38	1307	357
Oas1d	1518	1
Apon	1238	2
Enoph1	1688	1331
Nsdhl	1726	539
Arhgap29	4051	1172
Nanp	1325	120
Krcc1	1613	1105
Ift122	4109	586
Cmas	1692	703
Nipsnap3b	1116	428
Eps15	2968	3382
Ikbip	1122	348
Pomgnt2	1743	225
Cdh19	2325	234
Armc5	3263	796
Gemin6	1088	126
Ccnb2	1491	326
Pir	1513	318
Saa4	1742	0
Uqcrh	550	2009
Mycbpap	2866	158
Klra1	1949	93
Ly49s4	1393	0
Ly49s6	1161	1
Oas1k	1432	20
Oas1f	1555	6
Oas1h	1701	1
Oas1e	1690	1
Oas3	2811	25
Ly49s7	1155	3
Ly49i4	1353	0
Ly49i9	1346	2
Ly49si1	807	136
Ly49si2	804	0
Ly49i3	843	0
Ly49i7	819	4
Ly49i5	1410	1
Eogt	2141	372
Pfn4	1855	0
Fbxl16	1440	204
Fdcsp	337	0
Bin2a	2605	0
Taar3	1029	1
Ccdc8	3329	354
Fam115e	3131	0
Pms1	2970	197
Trim25	2435	727
Zfp799	4598	232
Zfp868	2180	376
B4galt3	1970	526
Tacstd2	1701	2
Ier2	1525	415
Pdcd10	1242	1002
Prelid3b	1187	754
Clp1	1809	197
Arhgdib	1130	2484
Klc4	2567	563
Actr10	1432	1259
Acy3	1307	244
Bri3	744	644
Brms1	1261	655
Mest	1341	92
Sub1	758	1190
Nubp1	1222	501
Tmem204	1768	158
Nudcd2	1569	475
Sar1b	1157	1067
Tnfsf13	1642	763
Ska2	1189	187
Ifi35	1073	301
Apoh	1145	8
Yars2	1564	135
Kng1	1495	0
Rfc3	1242	324
RGD1311899	1417	1177
Tmco1	1156	602
G0s2	729	74
Abraxas1	1452	132
Spryd7	958	359
Prelid1	1090	2359
Lars	3811	2123
Wdr98	2123	654
Tppp3	978	2378
Utp4	2205	470
Pepd	1810	3012
Pop4	1179	639
Aspdh	950	101
Dbx1	1008	0
Kif22	2073	848
Qprt	1188	280
Mrpl16	1151	306
Glyat	891	0
Lpxn	1702	706
Taar5	1014	0
Clic2	1195	175
Zfp622	1643	75
Mccc1	2385	399
Spc25	1255	249
Mgme1	2045	122
Zgpat	1911	425
Hat1	1477	797
Thnsl2	1755	272
Ccdc174	1777	307
Spsb2	1214	37
Wbp11	2574	446
Car8	1403	55
Serpina6	1460	1
Zfp414	1118	441
Ebag9	1924	424
Dnal4	1495	381
Etfa	1301	1567
Uba5	1433	941
Abhd14a	1415	192
Coq10b	1624	507
Sumo1	1126	1507
Fastkd2	2203	190
Itm2c	1948	7471
Tceal1	1175	324
Anks3	2389	327
Plekhm1	5020	1167
Nepro	1917	101
Psph	1142	180
Oas1i	1648	10
Oasl	1980	116
Oasl2	1743	163
Tor3a	1809	260
Hsd17b13	1297	19
Drg1	1607	601
Dcaf11	3078	2156
Riok2	1790	335
Thumpd1	2685	745
Cdc42ep2	1367	636
Rom1	1548	254
Dclk2	3980	832
Sh3glb2	1823	2925
Thrap3	3562	3503
LOC314140	1718	212
Wnt7b	1028	119
Dcun1d5	1206	481
Mtfmt	1391	202
Lysmd3	1164	117
Mad2l1bp	1237	192
Imp4	1687	896
Rrp15	1164	215
Tmed9	1418	2355
Sipa1l2	6681	1488
Dmac2	1851	643
Lhpp	1640	575
RGD1359508	1140	148
Lmo4	1629	1000
Tmem140	1372	222
Lrrc41	2954	1027
RGD1304567	1098	293
Yipf4	1820	470
Slc17a5	2692	524
Mitd1	1151	222
Oas2	2273	14
Asphd2	1874	115
Lrg1	1298	777
Klra2	1191	0
Srsf2	1901	4157
Ppp1r7	2293	982
Atl1	2584	743
Ly49si3	804	0
Gsta3	1634	4
Rtn3	4926	9469
Metrn	924	1525
Tbx5	1593	0
Tsku	2574	459
Pacsin3	1753	683
Pip5k1c	4333	1647
Spetex-2F	585	0
Spetex-2H	591	0
Spetex-2G	583	0
Ggnbp1	1388	19
Kctd10	2895	1597
Taar7c	1077	0
Spetex-2A	640	0
Cndp2	2090	5019
Gsta5	792	0
Tmem120a	1559	719
Ficd	1926	240
Mri1	1212	269
Slc10a7	1023	179
Prepl	2192	1466
Rnd2	1347	1724
Gmcl1	3243	596
Slc25a29	1848	195
Tmem17	1502	202
Rps6kb2	1752	554
Zc3h15	2013	814
Klrb1a	1014	2
Mok	1621	73
Pigv	2411	190
Naaa	1813	1043
Eng	2887	3973
Amy1a	1639	3
Tmem126a	2488	319
Trpm2	4527	968
Prss36	2742	32
Trim26	3197	522
Spetex-2B	585	0
Spetex-2C	583	0
Spetex-2D	585	0
Spetex-2E	585	0
Crisp2	1414	2
Fam89a	1343	153
Cldn9	1432	47
Rnps1	1824	1834
Nubp2	1392	885
Serpinf2	2167	27
Sept4	1353	2153
Psme3	2616	1451
Trmt2a	2241	589
Abcf3	2522	1085
Hcls1	1950	1237
Gart	3403	1202
Tssk1b	1424	5
Hsph1	3425	1892
Ift22	1026	179
Tpst1	1692	805
Rnf10	3066	3999
Stat2	3434	1280
Acbd6	1476	403
Ndufs2	1583	3452
Spta1	7945	418
Gpatch2	1364	146
Lap3	2187	4013
Lyar	1479	242
Polm	2867	243
Fignl1	2890	81
Dr1	3008	80
Fermt2	3214	4097
Rec8	2025	15
Cab39l	1400	578
Anxa11	2289	2460
Gtpbp3	2366	258
Sugp1	2077	729
Pdgfrl	1482	321
Nedd9	4370	908
Prpf4b	4353	1943
Mbd1	2468	551
Nup93	2692	649
Aktip	1706	1474
Atp6v0d1	1582	4675
Dpep2	1634	196
Sh3glb1	1769	3915
Trip13	1798	154
Mill1	2697	24
Btbd1	3006	2427
Far1	1715	732
Hbs1l	2690	1602
Xpo6	4357	1932
Bag3	2328	1645
Doc2g	1461	79
Scyl1	2591	1485
Ehd1	3234	2761
Best1	2008	8
Cdc37l1	1610	893
Cnnm2	3275	281
Stn1	1530	323
Slc37a1	2933	122
Pcbp3	2057	891
Hexb	1808	4518
Rai14	4630	903
Slc7a12	1763	0
Ccna1	1729	62
Dap3	1855	693
Sf3b4	1533	1136
Slc39a8	3073	393
Pigk	1533	1421
Cybrd1	3404	463
Chst1	2362	547
Lcmt2	2125	120
Ell3	1628	83
Raly	1404	2962
Ctsa	1988	13608
Zswim2	2054	10
Srms	2214	11
Cercam	2694	464
Asb6	2165	422
Mapkap1	2371	564
Stom	1764	2680
Smarcd3	1674	362
Gimap6	1327	51
Strap	1736	1808
Tm7sf3	2049	1383
Xkr4	3709	62
Atp6v0d2	1306	123
Actl7a	1476	1
Akap2	6892	3998
Aldh1b1	2197	54
Wdr31	1334	85
Tekt2	1532	28
Dhdds	1421	750
Tardbp	2040	2481
Ppan	1635	361
Snx17	1906	1454
Nt5c1b	1838	8
Coq6	1738	408
Asb2	2485	92
Mknk2	3421	3281
Sf3a2	1607	764
Glipr1	987	615
Cnot2	1779	790
Gns	1730	2247
Eif3el1	1477	1109
Ndrg1	2876	9178
Atp6v1c1	1744	2399
Pycr3	1466	387
Gga1	2741	1416
Tuba1c	1535	606
C2cd2l	3337	880
Tmod3	1606	1400
Fbxo9	2121	504
Morf4l1	1737	3629
Plscr4	1879	316
Lrrc2	2505	25
Zap70	2209	21
Orc2	1821	453
Rnf25	1449	492
Nid2	4752	1597
Ace2	2296	103
Irgm	2209	369
Zfp18	2167	287
Pipox	1692	36
Rnf135	2255	218
Lig3	3849	779
Snx11	2499	546
Acbd4	1787	393
Ftsj3	2871	867
Lamp3	1897	7
Tbccd1	2143	248
Dirc2	2673	811
B4galt4	2081	217
Tssk2	1356	6
Papolb	2347	13
Zscan21	2202	331
Cldn4	1798	123
Epb41l5	2180	90
Ubxn4	2292	1714
Mdm4	1898	613
Serpinc1	1527	3
Nuf2	1785	454
Mnda	1744	186
Zfp281	3081	532
Brdt	1656	1
Arhgap24	2728	351
Paqr3	1859	272
Art3	1482	464
Cdkl2	2104	302
Utp3	1655	472
Lias	1587	369
Mtmr3	5708	1624
Efemp1	2010	864
Samd8	1535	875
Irf9	1599	663
Xkr6	2816	15
Tdrd3	2580	200
Lcp1	3407	7823
Kbtbd6	1758	0
Spry2	1818	752
Btd	1973	686
Sh2d4a	2437	55
Mfap3l	1926	801
Fbxo8	1623	546
Zfp367	3494	575
Cage1	2867	30
Zkscan3	2567	555
Calml3	1376	10
Cdh16	2868	0
Ces5a	2045	6
Gpt2	3644	1269
Mcoln3	1974	132
Rnf146	1879	641
Cnksr3	3337	804
Tab2	4596	2235
Sae1	1888	1358
Nectin2	2647	514
Coq8b	2096	751
Sphk2	2383	1044
Grwd1	1920	362
Uros	1577	107
Tesmin	2046	5
Ptgdr2	1297	25
Gsto2	1384	43
Ppp1r3c	2751	433
Rrp1	1791	768
Herc4	3822	743
Tspyl4	1988	772
Phyhipl	1520	1774
Mtmr12	2093	282
Sema4a	3153	1174
Arhgef2	4188	2591
Hfe2	2118	1
Polr3c	2367	540
Slc35a3	1927	279
Snx7	1760	367
Adh6	1854	0
Stam2	1818	446
Cytip	1670	289
March7	2384	874
Pex16	1207	347
Dusp2	1625	72
Zc3h8	1527	167
Foxs1	1270	77
Xkr7	2718	29
Zfp64	2396	206
Zbtb43	5082	424
Rnf32	1902	62
Tia1	1401	466
Atg7	2308	736
Recql	2389	930
Xkr8	2653	135
Slc7a13	1826	0
Coro2a	2043	37
Kif12	2228	0
Trim32	3164	670
Ddost	1563	3417
Zbtb17	2770	480
Mad2l2	1155	356
Gpr157	2337	117
Thumpd2	1994	179
Galnt14	2284	23
Zfp513	2173	801
Lpin1	3083	719
Ankrd9	1453	87
Ptdss1	2473	1931
Rexo1	4436	990
Creb3l3	1927	0
Spag1	3651	111
Fbxo43	2526	3
Osr2	1709	53
Cbx6	3071	1185
Naga	1763	1079
Prr5	1735	261
Tymp	2353	636
C1qtnf5	1335	1066
Rpp25	1381	40
Loxl1	2452	1524
Slc35g2	1572	84
Mapkapk3	2604	766
Zfp105	2002	240
Satb1	2978	268
Pgk2	1567	0
Inpp1	1618	200
Hsfy2	1410	0
Sp140	2789	649
B3gnt7	2531	296
Mlph	2865	23
Gtf2a1l	1577	16
Fus	1816	3778
Plscr3	1746	572
Rab34	1297	622
Tada2a	2101	337
Scrn2	1443	159
Jmjd6	1700	243
Tfg	1899	1669
Hgd	1672	16
Dgcr2	1948	338
Pxn	3710	3430
Ankrd13a	3642	3746
Uchl5	1824	398
Enah	1976	693
Stx18	1493	571
Tbc1d14	5170	2473
Thoc5	2199	851
Tbrg4	2128	512
Tm9sf1	2410	970
Cdadc1	1379	366
Cog3	2851	606
Letm2	1721	292
Upf3a	1502	461
Gkap1	1566	320
Tbce	1791	771
Mllt10	4741	865
Lims2	2050	689
Adgre5	3016	1185
Emc8	1005	467
Abcb10	3438	461
Pld3	1848	6599
Tulp2	1576	9
Zfp143	3015	275
Nap1l4	2273	2169
Bscl2	1362	1078
Rfx3	2401	99
Trub1	1695	124
Fkbp5	3478	1993
Zfand3	2579	2167
Rsph1	1000	41
Mccc2	2143	861
Mynn	2327	292
Fxr1	2096	710
Bbs7	2695	398
Elf2	4004	928
Sike1	2376	584
Cryz	1900	302
Rbms1	1959	910
Caprin1	3288	6263
Vps39	4386	1410
Klhl7	2856	830
Creb3l2	3289	1255
Lpcat3	1904	1356
Ubap1	2637	1009
Dtnb	3361	310
Eipr1	1577	388
Rdh11	1622	564
Vrk1	1878	341
Rnf41	1984	792
Hsp90b1	2803	10975
Arhgap9	2498	593
Ttll1	1912	228
Cadm1	1777	710
Ppp2r3a	5198	658
Klhdc3	1977	1409
Traf3ip1	2254	155
Dpp10	2332	121
Phlda3	1424	665
Pigc	1392	512
Pycr2	1540	471
Rnase12	438	1
Trim13	1363	105
Phf7	1545	181
Calr3	1396	36
Sfxn1	2152	754
Serpinb6b	1410	65
Pcdhgb7	4663	126
Tmc5	3016	4
Ssh3	2691	971
Trim55	2658	222
Lhx8	1758	0
Catsper2	2210	51
Oxct2a	1755	0
Fbxo7	1793	1011
Bin2	1925	1417
Nfe2	1658	52
Mgat4a	7192	468
Stat4	2981	18
Xk	2845	44
Xkr5	2180	154
Xkr9	1892	1
Xkrx	1817	5
Rnase13	462	7
Rnase17	468	0
NMS	496	2
Plcz1	1938	3
Impact	3331	2362
Fam20a	1626	249
Fam20c	2959	2793
Arih2	3753	1148
Dgat2	2294	789
Npepo	2451	139
Rgs7bp	1335	57
Pced1a	1106	488
Plpp7	1967	106
Fam174a	1180	321
Cpsf4	1656	287
Dusp26	1603	557
MGC108823	1598	91
Lrrc57	1998	365
Senp8	986	52
Nono	2411	4008
Ccl9	1289	33
Tmem41b	2358	1036
Ang2	504	0
Fut10	1310	137
Clec11a	1927	230
Sept1	1418	65
Dntt	1826	54
Supv3l1	2292	418
Ak6	979	156
Terf1	2022	245
Lman1l	1587	1
Enpp7	1320	1
Rnase10	639	12
Rab18	1746	1377
Il21r	2403	262
Irf2bpl	2349	1158
Zbtb38	3902	947
Ess2	1726	352
Polr2c	1163	569
Rxfp2	2214	3
Rnase11	1475	0
Set	1519	185
Slc13a4	2070	677
Klri2	837	0
Klri1	1096	6
Cdh7	2361	31
Ckmt1	1580	895
Fau	516	3970
Cbln2	2356	271
Lipg	1589	5
Wee1	3276	634
Pip5k1b	2888	128
Enpp5	1855	2282
Zfp422	2379	517
Rcan3	790	145
Nol12	928	157
Cdh20	2450	305
Ly49s5	1426	0
Tspyl1	2560	1355
Glrx2	1406	482
Phb2	1349	1579
Gmpr2	2145	345
Allc	1474	1
Gdf6	1576	2
Art5	1989	1
Ptpn9	2058	1867
Clk4	1392	658
Slc39a11	1267	152
Sectm1a	1605	36
Cryzl1	1832	180
Ccl24	1461	99
Rab35	2089	1127
Mtm1	2449	500
Igfbp7	1104	3363
Smtn	3307	597
Pold2	1562	365
Sugt1	1180	732
Nat3	873	3
Defa24	421	0
Adprhl1	1545	5
Rpp40	1179	216
Hist1h2ail1	411	14
Akr1c2	1361	0
Rbm17	1528	814
Ndfip1	1711	4882
Rit2	1902	285
Aprt	543	1420
Thbs1	3609	3702
Raet1l	1419	5
Fbxo17	1595	4
Ggn	2519	81
Sipa1l3	3629	524
Klk1c8	857	0
Mrpl46	1143	302
Stard10	1251	214
Tspan4	1410	355
Tm7sf2	1467	203
Sfxn2	2068	13
Btbd9	1955	290
Pknox1	1539	208
Dnajb4	1477	556
Plekha3	1697	614
Fsip1	1663	36
Osbpl2	2719	1116
Clic3	776	24
Phyhd1	1262	905
Pon2	1759	3495
Cpa2	1306	68
Akr1b10	1421	131
Snx10	1400	843
Capg	1477	3716
Elmod3	1731	219
Fhl5	1119	7
Galt	1307	260
Trmt10b	1278	212
Gba2	3022	946
Creb3	1190	993
Ubxn10	1653	35
Ccnl2	1129	639
