Geneid	Length	genome_mapping/High.2838c3.rep1.RNAseq.mm10.sorted.bam
Iqgap3	5676	4596
Mfsd2b	3125	174
Rnf207	2479	292
Pusl1	1226	1248
Mageb4	2401	0
Adgrf2	3283	18
Zfp213	2674	927
Gramd2	4156	714
Sh2d1b2	399	0
Wdr72	5218	992
Kcnk6	4089	715
Usp36	5609	5223
AW146154	3411	390
Klhl32	7136	30
AW554918	5351	1141
Ccdc102a	2304	2754
Layn	1786	855
Tnfaip8l3	2225	10
Rfx7	8000	3767
Pgap3	2424	1264
Bex6	983	0
Gm5127	1809	4
Slc47a2	2377	6
Il20rb	2478	469
Ccdc185	2055	0
Dnaaf3	2236	228
Lrrc8b	6731	4980
Zdhhc6	2373	8549
Acsl6	3074	403
Acsl4	5280	14543
Acsl3	3950	8571
Myot	2213	921
2310061I04Rik	1240	1945
Ifitm6	541	98
Slc2a13	6541	104
Zyg11b	10654	7137
Prex2	11187	3855
Crxos	2967	6
Pus10	4768	2482
Dnah1	12872	168
Fbxw10	3282	75
Evi2a	2296	637
Mef2a	5843	15491
Cemip2	6702	11553
4931408C20Rik	4331	0
1700071K01Rik	1038	0
4930596D02Rik	1162	0
Gm4951	2648	510
Pin1rt1	1083	17
B020031M17Rik	925	0
Gm904	649	4
Ube2u	1517	34
Trim80	1932	17
Vrtn	3608	0
Gm5544	891	6
I830077J02Rik	1066	80
Gm5592	3033	0
Pate9	2342	0
Akap14	1792	2
Smim9	703	0
Gm5820	2187	126
Pramel17	1975	2
Gm12888	1181	0
Ubtfl1	2757	0
Fbxw18	1519	0
Rtl4	3634	0
Cldn34b4	1103	0
Tmem253	1227	160
Zfp872	2960	83
4930432M17Rik	1127	0
9130409I23Rik	1898	54
Zfp551	2335	274
Cpne8	3715	3201
Rps27a	821	34760
Smagp	1463	808
Ak8	1570	89
Ctrc	957	0
Kcnk9	7762	0
Adamts17	6029	2
Vmn2r66	2556	0
Tubal3	3096	46
4930415L06Rik	2618	0
Khdc1c	844	0
Med22	3576	8293
Treml4	1745	100
Thnsl2	2086	462
Calca	1513	22
Rabgap1	6972	12781
Ube3a	9208	11856
Ak2	3339	8733
9230019H11Rik	2801	0
H2-Eb2	3380	2
Ldlrad2	1828	11
Cibar2	1189	2
Hbq1b	748	2
7420426K07Rik	1504	0
Ncoa4	4193	9020
Asic2	3791	4
Il17re	2751	629
Limk2	5080	5281
1700024G13Rik	398	0
Ccdc160	1536	24
Rufy4	2336	302
Ppp2r1b	5431	4594
Tnfsfm13	2235	0
H2al1n	510	0
Pramel31	2072	0
Gm5800	851	0
Shank1	7596	46
Ank2	15094	1120
Retreg1	3859	15750
Btg1c	1194	0
Armc2	4865	153
Gm4841	2838	41
Tdpoz8	2142	6
Erich1	1579	1601
Tlcd5	3575	642
Gm4907	1310	1
Pnldc1	1689	52
Pm20d2	5573	492
Mrgprx2	4559	0
Gm4981	1813	0
Clpsl2	444	0
Ldc1	2208	0
Shisa6	7487	4837
Bpifb4	2115	275
Ccdc24	1281	131
Dnaic2	2867	22
Gm5460	1903	0
Kbtbd6	2982	84
Pnpla1	4483	8
Zfp936	3110	0
Foxr2	3208	0
Zfr2	3341	100
Tmem92	2187	0
Ms4a15	1713	0
Catspere2	4710	19
Zfp345	2706	0
Mansc4	1123	14
Gm5891	1726	0
Spag11b	1740	0
Trim43a	1989	11
Zc3h12b	6483	125
Gm6034	1633	2
Defb42	614	0
Sorbs1	6791	12506
Golm1	3693	42953
Setd6	1672	2076
Xpo1	5144	17850
St3gal5	2453	6437
Zfp748	4615	958
Trpm3	17374	137
Zcchc18	4997	35
AU040320	5317	6099
Pakap	15769	11512
Ap2b1	5409	21189
Nrbf2	1789	1337
Atp2b2	9554	16
B3gnt8	1867	259
Nacc2	7016	4060
Cacnb4	8682	44
Musk	3666	20
Ccne2	3220	480
Agap1	9581	11914
Pinlyp	730	3
Gm4925	1561	15
Samt2	893	0
Psg27	1942	2
Tomm40l	2920	2882
Nfatc2	8371	1187
Samd4	7537	3835
Defb36	468	0
Gm4567	1594	0
Alpk2	7248	739
Piezo1	8219	17058
Fbxo40	5494	1267
Cstf3	5190	3888
Slc41a3	2657	834
Defb28	397	0
Prok2	1513	12
Oosp2	673	0
Zfp1	1998	3218
Zfp27	3852	1045
Rusc2	5562	7354
Cgn	5005	12303
Kcnh6	4438	88
Xaf1	2598	818
Gm10439	1803	0
Slc38a6	2959	1156
Btla	3235	89
Adam15	3007	8771
Adcy7	6330	3672
Fam117b	5534	7305
Creb1	8421	7837
Arhgap25	4263	380
Arhgef10	5528	3595
Arnt	4369	12672
Strip2	5369	569
Gpx4	1465	23174
Tyw5	1438	1080
Timm8a2	915	0
Zfp791	2940	601
Prps1l3	4006	7458
Card9	1871	508
Gm20736	831	0
Slc22a14	2200	6
Defb48	445	20
Defb45	388	0
Baiap2	3610	14172
Brms1l	2567	2309
Washc1	2986	5016
Btrc	6476	3946
Sgk3	5620	820
Capzb	1898	26753
Zdhhc12	1194	2909
Rai1	7507	11867
Cd209b	2112	58
Cd6	3034	31
Cdh3	4037	5400
Spn	4695	359
Krtap5-5	1177	0
Cklf	2258	901
Nat8f3	1839	0
Cnot2	3768	8208
Csf1r	3875	8029
Col28a1	4230	263
Tcf25	3318	33379
Nell1	2812	0
Ripply2	1264	0
C130026I21Rik	1971	39
Ccdc107	814	2035
Mcidas	2354	2
Ripply1	679	42
Ccdc17	2003	216
Gm6377	2801	224
Lipt1	2266	407
Gm6460	821	0
Cks1brt	2397	7
Lekr1	4276	534
BC147527	1657	14
Zfp987	2833	0
Wdr93	2497	37
Gm11992	2400	25
Gm14092	1814	0
Gm11437	1229	32
Defb23	624	0
Deptor	8674	11755
Dhrs4	1658	4028
Dnajb6	5133	8286
Dusp22	3058	1329
Dyrk1b	2635	1448
Edil3	5358	553
Fer	3627	3249
Dbi	745	8241
Kat2a	3243	4446
Gnpda2	2556	1769
Grk6	3765	8983
Anapc11	3495	4058
Banf1	1209	11722
Ctsa	3626	23456
Arsi	2764	102
Esp1	1049	0
Adar	6206	7125
Usp14	4360	16351
Cldn19	4236	13
Glrx2	3730	2466
Marveld2	3382	2167
Clec5a	3820	326
Kcnh1	7239	296
Txnl4a	5714	4396
Mapt	5380	795
Dach1	5448	68
Olfm1	3428	767
Dmrtc1a	1382	2
Dnm3	7523	168
Rabgap1l	9489	3299
Ric3	6492	32
Sertad2	6199	6609
Smurf1	5333	14646
Stk35	6193	5815
Gng2	4012	702
Slx4ip	5854	1272
Ets1	5367	11691
Slco3a1	5368	6368
Zfp953	4641	528
Slc16a3	2577	7994
Gng7	3495	161
Faim2	4668	2
Slc7a15	2993	49
Mapk1	5700	21228
Gngt2	850	321
Obox7	1264	0
Kdm3a	5072	15559
Rnpc3	3888	3296
Fthl17f	733	0
Elavl4	4591	0
Fn3k	4358	111
Fnbp1	5619	5444
Gabrb3	5698	60
Gpr146	6608	4158
Cdc42se1	3200	19564
Tmod2	10258	258
P2rx7	6448	1341
Rcsd1	2670	1475
Rnf38	5982	7349
Gm4787	2496	72
Try10	890	0
Gm5771	824	0
Svbp	980	1827
Atp8a1	8250	7654
Kif5a	7006	303
Nhlrc4	2141	7
Kctd21	2973	496
Klk13	1033	0
Pigc	3301	1447
Trim58	2192	2
Trim63	2207	3370
Cox8c	476	0
Pkib	6039	72
Kcnj15	5465	231
Klhl15	5256	462
Ldb3	6015	5852
Plpbp	4710	6922
Prkcz	4718	758
Rbms2	5609	6937
Mier1	5031	6727
Mrpl1	4188	3025
Rapgef1	6347	17612
Seh1l	4121	13700
Sel1l	6300	18075
Skil	7066	25831
Tom1l2	6248	8261
Negr1	5939	10
Glt6d1	1091	0
Rasa4	2915	1155
Trpm1	6835	69
Kcnrg	1832	54
Ddhd1	5222	2114
Acsbg2	2608	0
Zkscan4	2456	122
Dmrtc1b	1285	0
Defb33	426	0
Defb26	647	0
Defb43	408	0
Defb25	293	0
Defb18	362	0
Kncn	899	0
Defb47	359	4
Asb1	6072	2275
Tas2r122	930	0
Hnrnpa1	2190	1585
Scoc	2082	2635
Camk2g	3768	3330
Nlrp5	3542	0
Morf4l1	1983	21395
Cd226	2487	6
Cd44	5653	67943
Tctn1	4079	1718
Cdh8	5273	0
Ube2j2	3622	5368
Gvin1	9039	0
Clip2	4998	8452
Eif4e2	5010	7343
Dok6	10112	256
Elovl1	1940	5843
Bicd2	6352	13477
Npr3	7332	578
Cep350	13307	7405
Ceacam1	3736	1956
Rreb1	13622	8197
Fars2	1896	2351
Gmfg	2451	455
Aifm2	3467	3723
Gria2	11279	0
Zfhx2	8724	1284
Emc1	6237	6015
Hdhd2	3706	4505
Zfp982	4585	75
Mex3c	4080	13318
Spink14	566	0
Gal3st2c	4063	16
AI429214	1959	186
Gm14137	3060	1716
Gm6583	2261	10
Zfp951	4406	429
Dcpp2	611	0
Zfp808	3114	245
Gm7073	1553	0
Marchf10	3621	2
Erich4	872	0
Tmem267	2773	827
Kcnd3	7666	82
Nolc1	3665	16171
Tsc2	6427	10957
Mobp	6489	10
Polr2k	626	1663
Slc22a15	6638	2081
Mtcp1	1635	393
Pde4dip	12941	47734
Vgf	2553	162
Nsmf	2939	8779
Wdr37	8000	3951
Pkig	1426	3473
Tmsb10	943	47577
Rab43	4881	7201
Trim46	3553	4191
Kif21b	9297	3684
Tcerg1	4554	15545
Lrif1	3776	4452
Klhl20	4037	3019
Tmco1	4474	8675
Kcnj10	5407	101
Piezo2	10724	3146
Plekhm3	8562	1766
Catsperz	781	12
Cfap65	5718	0
Wfdc10	459	0
Krtap1-4	1129	0
Lipe	3272	1239
Pnkd	3500	2418
Ivns1abp	5049	43863
Dhps	1332	3462
Arl4a	3807	4596
Gtf2a2	1325	2838
Dnm2	4021	12351
Rrn3	3598	8215
Leo1	2192	4089
Parp14	7251	2725
Zfp784	2146	470
Pdxdc1	4507	15451
Pstk	1398	774
Pigl	4566	1265
Lif	4339	3802
Mlf1	1161	800
Mup3	944	100
Myh2	6083	3259
Myo6	7868	13733
Cnnm3	5291	3314
Ermard	2927	761
4930467E23Rik	2589	0
Angptl7	2062	138
Cyp2c68	1769	495
Rad54b	7051	491
Mroh8	3462	18
Smco3	2052	3
Gcnt7	2220	43
Ankrd37	904	1581
Defb30	1002	4
Evi5l	5522	2260
Abca3	6479	14547
Glyctk	4226	2890
Spata46	755	30
Lce3a	549	0
Gm13043	2055	0
Edem3	6622	7446
Asphd1	1252	32
Gbp10	3528	104
Gbp11	2712	77
Gm20767	1427	0
Oprm1	4600	0
Lhx3	2375	0
Rasgrf1	4729	1377
Tesmin	3909	82
Krt40	2132	0
Iffo1	3039	1343
Slc39a2	2334	157
Slc30a2	3400	18
Urad	766	389
Mks1	2499	406
Rhox4a	891	0
Rhox4c	903	0
Arhgap12	5032	10606
Rhox4d	759	0
Rhox4f	929	0
Rhox4g	978	0
Pkd1l3	7037	276
Il1rn	2691	3658
Coq10b	1733	2810
Tmem120b	1860	532
Fdx2	959	131
Strn4	3535	8305
Smok3b	2331	0
Map2	10022	1517
Asxl1	6983	13303
Zfp606	6424	1529
Ahnak	18792	249042
Zfp869	3861	4503
Rnf213	16751	8567
Sco1	4280	1539
Defb41	745	0
Spint5	443	0
Nynrin	7413	410
Sytl2	9029	3724
Rhox3f	833	0
Aak1	15555	9273
Arap1	6354	5528
Tmem141	1055	892
Eif4g2	7760	83795
Pdzd9	1615	16
Ddx17	7071	57478
Nadk2	4066	5534
Selenot	3570	28694
Filip1l	4044	6571
Setd1b	8858	5346
Larp1b	3773	3756
Tet2	9205	9507
Flot2	2866	13842
Thsd4	9030	6564
Rtl9	4142	16
Tacc3	2670	6677
Shroom4	8708	1370
Peg10	6666	164
C1qtnf5	4275	0
Cdkn2a	1136	16921
Gm5169	886	0
Clmn	12098	4446
Med15	3618	13107
Hsd3b7	1823	7057
Zfp692	1949	1369
Rspo4	2371	2
Rap1gds1	3674	10701
Ung	2097	950
Slc6a18	4405	0
Uevld	4607	2982
Nlrp1b	6143	161
Mtmr7	3446	1684
BC051019	1942	4
Pex10	1647	553
P3h1	3417	4446
Cabyr	2125	125
Kntc1	6961	3154
Zhx1	5231	4854
Snca	1471	114
Golga7	2031	9783
Tmem183a	3340	11931
Dlgap4	5886	9235
Hvcn1	2959	342
Anapc5	2761	32228
Rabl3	2022	1627
Fam133b	2302	5350
Pitx2	2796	12
Trim71	5192	92
Txnrd1	4019	29658
Blm	4946	1033
Cacna1b	9776	172
Capg	1917	33392
Akap1	4027	7311
Akap4	2998	0
Rpf2	1890	2977
Map2k7	3731	10391
Apaf1	6557	4897
Wsb1	3358	10998
Cd63	1211	55428
Arrdc3	4215	10260
Arrdc4	3955	1878
Hbs1l	7240	4636
Cd74	1415	11715
Sstr2	2148	124
Ryk	3267	7934
Nlrp9c	3277	0
Selenop	2218	106262
Htra3	3451	2507
Cadps	5541	167
Dhx15	3755	19199
Phc1	3946	3552
Lcn5	1176	0
Clk1	3088	14172
Nusap1	2960	3193
Oip5	1557	530
Tbc1d17	2601	4111
Fzd5	6914	5185
Smad7	4441	10797
Mterf1b	1368	318
Gpcpd1	5074	6304
Fancc	4591	1410
Rbpms	2812	14370
Syne3	5548	1507
Ilf3	5100	9931
Prss57	2693	11
Amy2a5	1577	0
Ankdd1b	3478	237
Drc7	2832	3
Calcr	3906	0
Pcdh8	4003	0
Rarg	3399	5757
Mast2	5769	13460
Neo1	7386	12917
Slc22a18	1582	1859
Proc	1710	4432
Sema3b	4262	1880
Dntt	2130	20
Cd22	4421	202
Eml1	5290	7828
Rorb	9453	250
Map6	6115	2258
Cacna1i	9794	16
Rad17	3054	2688
Hhipl1	2605	630
Prok1	4074	94
Ubtf	6131	22393
Timp1	890	7008
Zfx	7302	7890
Clpx	2886	6451
Zfp2	3187	228
Zscan21	2321	2741
Zfp41	3743	737
Abcc9	7538	4746
Slc7a2	7857	26892
Cacnb3	3015	7734
Gcdh	2177	6689
Zfp68	4731	5880
Banf2	528	0
Hsd11b1	1445	3073
Rbak	3480	1937
Mapk1ip1	1524	1137
Mef2b	1329	0
Zfp180	4027	2365
Mfge8	2126	21655
Raph1	9117	7747
Akna	5481	916
Synj1	7229	4009
Proca1	1766	31
Fam83b	6472	416
Clint1	3447	18908
Prss38	1239	11
Bahd1	4428	5313
Cep126	3984	307
Cyb5d1	3201	2782
Scimp	1055	84
Hsf5	4158	19
Fkbp15	4390	4205
Morc3	4179	8347
Ccnjl	2709	105
Spata22	1274	48
Prl2c1	855	0
Marchf4	4782	144
Serpinb6e	1494	2
Zzef1	11150	12138
Xlr5a	1650	0
Gm12185	5287	54
Gm12253	1356	0
Heatr9	1856	1
Vmn1r204	909	0
Mup2	1033	0
Zfp868	2561	2480
Wfdc15b	574	0
Tulp2	2551	50
Pick1	2186	3111
Zfp952	3008	612
Rbm15	3270	3114
Nelfe	1610	3699
Mink1	4997	15600
Snrpa	1570	4949
Net1	4284	31327
Dph3	3393	3742
Pard6a	1437	466
Ttc21b	4470	2837
1110017D15Rik	1290	2
Agtpbp1	9610	4742
Dusp16	5112	8815
Rpl38	488	12883
Idnk	1511	1109
Hnrnpab	2545	48238
Bdnf	6714	1891
Mon1b	5170	3044
Syce1l	901	11
Azi2	6703	5109
Zgpat	2511	3589
Nfyc	2684	2265
Adam28	4894	503
Cerkl	1759	276
Jak2	5067	23249
Ghr	4518	9368
Ccl27a	3241	217
Agbl4	3387	0
Agbl5	4967	2022
Krtap4-1	1011	0
Zfp455	2712	331
Gypc	2182	630
Med14	7361	7018
Spink11	742	0
Nlrp9a	3334	0
Dbndd2	4069	3662
Smim15	1864	10646
Tnpo1	5519	27137
Usp33	4191	12529
Gm9733	618	43
Lyrm9	5053	592
Cbx5	9022	24921
Serpinb6d	1467	0
Zfp874b	3772	689
Bsg	1752	74746
Fcgr2b	1546	5541
Abi1	3746	24397
Hs6st2	4861	1800
Odr4	3273	4207
Ap2a1	3443	8064
Hnrnpd	6811	25043
Plin5	2039	589
Gsta3	1610	7013
Nexmif	10961	1418
Git2	5187	9915
Fhl1	2962	5093
Ptbp1	3108	43031
Tsc22d3	3248	20974
Ldb2	2934	334
Nrp2	8122	10173
Gimap8	3700	450
Gba	2182	7202
Sbpl	876	0
A4gnt	2757	6
Cntnap5a	10966	16
Evi2b	3529	0
Scn8a	11432	452
Gnas	8190	104204
Tnfrsf9	2221	804
Slc1a2	12062	1245
Nme2	1168	34332
Tsks	1859	11
Shroom3	7618	8444
Ints14	3215	3069
Nkx2-2	2448	0
Dcpp3	610	0
Pigw	2735	1261
Prmt2	2200	6850
Urgcp	5858	6220
Ccdc173	1731	292
Lrba	11507	7207
Dysf	7068	1619
Hdac5	4426	9167
Fmnl1	3873	6679
Ptpn6	2430	2645
Shprh	9289	4141
Slc39a7	2393	18960
Stag2	6425	17638
Sdhaf3	550	247
Srsf1	5560	24516
Henmt1	2131	37
Tmem134	1517	6691
Zbtb33	5122	3945
Syne1	31327	7042
Slc12a1	4740	47
Srsf5	1660	31842
Glyr1	3772	15518
Tcf7l1	2882	582
Hnrnph3	2254	2873
Trim33	8870	18891
Gpc6	6780	934
Adgrg2	4723	11585
Paip1	4717	9143
Ces2f	1823	0
Hoxb3	3721	159
Brdt	5025	250
Spam1	2142	0
Bcl11b	7923	286
Repin1	3146	3147
Fgfr1	5025	4204
Ccdc154	2407	8
Gm5347	2564	0
Trim72	2472	1903
Defa26	387	0
Med1	7589	6429
Casp8	2893	6220
Rnps1	2294	6106
Tmpo	6780	22791
Cenpm	1328	1396
Ripor2	7369	2014
Clta	1809	17992
Srsf10	5511	11682
Mark2	5101	12192
Usp6nl	4953	8653
Hdx	4261	10
Wfdc8	3580	10
Gsg1	1486	168
Vamp1	3154	755
Btaf1	8509	9930
Ripor3	3582	207
4930402F06Rik	1371	0
Sdr16c6	1180	0
Pjvk	1217	0
Zpld2	2338	2
Vamp5	1648	5554
Grk4	4634	207
Gtf2i	4701	30783
Ambra1	5290	5144
Zzz3	7796	14335
Uhrf1bp1	8567	4304
Prdm13	3174	0
Pdpk1	7236	11694
Myo1c	5899	43974
Gm1123	1337	28
1700029F12Rik	1183	0
Ret	7341	508
1700029H14Rik	1432	10
Ash2l	3525	11006
G3bp2	4923	21887
Aff1	8496	13461
Bicdl1	4251	4856
Cps1	5562	65649
Bpifa6	1572	0
Cib3	646	135
Rab11fip1	7965	5484
Fat3	18676	33
Gipr	1792	166
Chil5	1590	19
Cdc14a	4846	2030
Arid1a	8939	14694
Cass4	3856	192
Znrf3	7659	2098
Rapgefl1	4163	98
Lrp8	8155	3464
Rbpj	5953	7122
Cdr2l	3700	2117
Atxn1l	7570	10265
Med13	10540	10203
Foxk2	5036	6069
Slc16a5	3295	729
Angptl8	865	391
Zfp429	2032	436
Bsph2	530	0
Zdhhc22	3680	5
Atp8b4	5766	397
Ttc5	3661	4499
Plpp4	1088	0
Sp2	3400	1784
Aurkc	1438	0
Tmsb15b2	681	0
Golga2	4361	15337
Thg1l	3968	1058
Tubb1	2004	28
Vmn1r194	891	0
Sri	2537	20829
Rsbn1l	5554	6286
Tead4	3076	1440
Ddx23	2814	14718
Ddias	3473	336
Trmt2a	3684	5228
Brca2	11133	2397
Etl4	8041	12464
Zfp382	7960	1125
Parp8	7083	5421
Olfr367-ps	1103	0
Srgap2	8040	7219
Zc3h7b	5699	14436
Unc79	8870	10
Gm12657	978	37
Adamts6	7091	1776
Zfp780b	5511	827
D430042O09Rik	6195	2910
Cacna1s	6350	518
Maats1	2765	4
Kcnt2	8280	278
Sipa1l3	7713	9892
Tmem243	988	845
Sbf1	6268	17367
Gm8909	1357	191
Pde11a	8457	48
Fbxo11	5518	10315
Nav3	10132	719
Srgap1	7821	3012
Btbd16	3436	6
Dock9	12560	10553
Coq10a	2507	1530
Vps51	2631	6527
Ptpn23	5336	7923
Mylk2	2948	424
Kansl1	5872	7588
Efcab3	1744	18
Cnksr1	2467	1781
Slc25a18	1367	60
Pard3b	8392	897
D130043K22Rik	5146	47
Nhs	5382	63
Qrsl1	1970	628
Trappc10	6353	7937
Xpot	6005	13071
Tecpr2	7942	2813
Cdk13	7081	10404
Mcur1	4356	5803
Slc9a3	5969	2
Bdp1	9921	7799
Ccno	1876	42
Prss55	1138	4
Pdzd2	11482	1036
Zfp707	2010	1164
Dennd3	5427	2201
A1bg	1823	7
Ltn1	7737	10228
Rgs11	2027	583
Pdia2	1721	23
Lclat1	4474	2607
Slc27a6	2598	821
Cep76	4431	1855
A1cf	6735	1424
Fra10ac1	1611	2634
Gucy2g	4045	80
Cwf19l1	5756	2385
Lct	6174	68
Ogfrl1	4873	731
Phf3	7561	15610
Gls	7487	16512
Alpi	2337	546
Armc3	3016	32
Cubn	11325	477
Sapcd2	3407	1394
Ppig	6297	18552
Klhl41	2538	1060
Lrp2	15429	3171
Gpat2	2628	19
Esf1	3392	5716
Cep152	5768	1726
Taf4	4422	5997
Arfip1	2986	11919
Znhit6	2813	5074
1700009N14Rik	1262	0
Saxo1	1835	0
Grik3	8977	32
Zfp362	2882	1888
Aunip	1270	400
Morn1	3133	211
Uvssa	7326	3608
Nsd2	12796	16149
Stim2	4934	6749
Chrna9	2003	0
Rhoh	5384	178
Cytl1	974	18
Helq	3688	1361
Lamtor4	877	2878
Lmtk2	8193	9293
Cd8a	3130	20
Tmf1	6781	8998
Ankrd26	6983	2890
Ipo8	5359	11778
Clip3	3358	320
Nccrp1	1356	8
Arhgef17	10250	10715
Mki67	10075	14917
Phrf1	5374	8215
Abhd13	5180	6698
Fam89a	1372	132
Jhy	3974	1
Cep63	2696	1890
Arhgap36	3217	4
Map7d2	4121	18
Gli2	6708	272
Gpr161	7024	1613
Adamts14	5169	734
Mtr	4484	2259
Cntnap3	4868	8
Ogdhl	3723	906
Dhtkd1	3535	1547
Upf2	5174	8650
Kif16b	5478	4508
Kcng1	4216	0
Prrg3	6086	211
Awat1	1395	0
Sis	5953	0
Ankrd35	4058	417
Kcna10	1826	0
Gabbr2	5578	210
Kcnq4	4070	168
Gnat3	1174	0
Zfp518b	6882	570
Tigd2	3007	1175
Prickle2	8676	544
Oxtr	4586	12
Cyp2b23	2182	0
Kat6a	9116	16736
Lonrf1	3775	1728
Gan	3454	2526
Npat	7347	3495
Unc13c	8865	418
Marf1	7765	11496
Rap1gap	3965	8212
Trnp1	1654	242
Lmod3	2215	184
Cluh	5486	14081
S100z	300	13
Mdga1	8288	423
Fam171a1	4437	4829
Slc4a11	3201	1556
Chsy1	4199	8670
Otud4	7327	20915
Calhm4	3714	0
Phf21b	3836	137
B3gnt6	2367	2
Sap30l	1549	2988
Aspg	2732	1964
Pacs2	5486	10315
Lama5	11388	118823
Frmpd1	4812	920
Lrch2	6717	232
Cplane2	951	69
Itpkb	5101	1555
Polr3g	3060	1507
Kif13b	8914	5750
Adgrf5	8755	7459
Heatr5b	6437	4014
Spink5	4765	16
Maip1	3601	1792
Atp8b2	5769	13936
Virma	7115	6855
Focad	5796	2496
Flnc	9167	11544
Tmem52b	2875	4
Htra4	2181	52
Exosc7	1037	3764
Uprt	7052	5788
Gabrr3	1456	0
Eml5	10136	1182
Hcn4	6580	468
Lemd3	4743	3410
Kcnh4	3784	0
Arid4a	5780	5907
Hnrnpul2	5726	46054
Apobec4	1566	0
Tmem182	1096	431
Mamdc4	3990	481
Crnn	1973	0
Dpy19l4	6754	4297
L1td1	2942	0
Sbno1	10270	25042
B3glct	4570	2541
Nipal1	4205	2839
Dgki	13238	6
Hs3st5	3095	45
Prdm14	2593	2
Mrpl44	1424	1886
Ptafr	3640	514
Irs2	6794	11957
Ermp1	5399	6149
Pprc1	5250	7993
Phip	10729	9095
Zfp174	5942	630
Hcfc2	5437	2502
Myo1a	3353	176
Gpr179	9295	54
Ercc6	8423	2909
Esco1	4540	3583
Rbbp8	3902	3845
Prr16	2224	320
Slf2	7391	10806
2310009B15Rik	571	1151
Stum	6557	8
Ttc30a2	2008	32
Tsc22d2	9798	10414
Map9	6277	192
Lhfpl3	3120	2
D5Ertd579e	6760	11063
Pigg	4685	3517
Mn1	6844	388
Spring1	2670	1801
Klhl42	6571	2681
Palb2	3949	534
Lilra5	2109	328
Prmt9	2781	2349
Ripor1	4133	9769
Tln2	12134	2141
Filip1	5207	806
1700017N19Rik	1690	0
Polr3a	4695	3859
Aadacl4	1224	0
Vcan	14689	9674
Myh13	5902	1
Pbrm1	8460	14072
Uggt2	6514	688
Fbxo43	4012	0
Fam186b	3187	29
Lrch3	6166	4371
Kdm3b	7112	12802
Hpse2	2175	4
Flvcr1	4555	1743
Tnks1bp1	5747	31251
Erich6	2195	13
Slc44a5	4096	0
Alg6	3114	972
Dnaaf5	3438	4064
Ccdc142	3129	726
Rsf1	11129	6364
Prss53	2531	115
Dscaml1	6825	26
Calhm1	1047	0
Ldlrad1	3541	39
Doxl1	2484	0
Pgd	2279	20358
Cfap126	1739	90
Ak5	3397	1761
Tbc1d4	6641	1779
Mfhas1	6527	7066
Nlrc3	6006	422
Trim55	2772	448
Ibtk	5650	9918
Tmem28	4765	12
Gm12695	2016	0
Mup6	882	0
Fat1	14627	65254
Mpp7	5773	2807
Taf2	5033	6488
Fam217b	2264	125
Prrc2c	10444	32413
Ccdc88b	4959	912
Rprd2	10278	8439
Prr19	1293	2
Arhgef26	5205	2465
Adgrl2	6052	9261
Cdh18	2744	0
Tshz1	5808	4956
Olfr455	954	0
Trio	11497	12529
Atf6	7463	11671
Ptprz1	10006	54
Ppp1r12b	12182	8256
Taok3	4536	11478
Pik3r4	4884	3581
Tmem236	3658	32
Tmco2	710	0
C2cd4b	1330	0
Brpf3	5973	6517
Dsel	5763	684
Gm6614	1953	6
Ric1	6282	5452
Cyb561d1	4191	1589
Pds5a	8997	18619
Myo5c	6732	3673
Mphosph9	7837	2319
Neto2	5999	1235
Sult2a6	969	2
Agl	9963	11571
Hs3st2	2270	0
Chsy3	3882	6336
Zkscan2	5645	8
Dnah2	13704	223
D7Ertd443e	2674	38
Slc9a5	5222	3036
Plekhg4	5057	257
Cul9	7844	1355
Dgkh	15641	815
Sipa1l2	6753	2077
L3mbtl1	5338	20
Setd2	8350	12242
Scaper	5643	2854
Adgrd1	5163	1182
C9orf72	3151	3120
Stxbp5	9074	2076
Chd2	9071	12067
Rhobtb1	4624	5513
Hecw1	9460	82
Slc43a1	2924	339
Cped1	4898	1384
Ttc37	5092	5297
2210408I21Rik	5632	475
Mamld1	3457	642
Prdm2	11549	8257
Vma21	4806	3188
Lrrc7	22711	221
Ubr5	9791	37864
Trrap	12479	21362
Cenpf	11122	4997
Arhgap21	6972	17428
Cystm1	1078	19443
Vps8	5033	4072
Tbccd1	2803	1678
Ccdc153	1107	0
Shank2	8899	859
Dmxl1	12211	12086
Ces1b	2007	596
Cep164	5513	3707
Cnfn	723	16
Chd5	9486	264
Pcdh9	6241	556
Kidins220	7402	20879
Ankrd11	8816	38924
Elp6	2064	716
Zfp777	3274	4005
Kmt2c	16819	11242
Cdh19	4274	23
Ctcfl	3247	20
Rimbp2	7001	4
Palld	7079	10848
Csmd3	13022	0
Mdn1	17959	8483
Tmem248	3845	12331
Amotl1	8950	12294
Tbc1d31	4206	2410
Prss33	1383	8
1810013L24Rik	4074	10273
Adamts3	7663	283
Wdr70	3590	3663
Klhl14	4718	10
Vmn2r28	2744	0
Lrr1	1503	198
Plb1	5321	27
Agmat	1428	1192
Phf20l1	6670	9418
Sclt1	3039	1488
Bcr	6537	8629
Unc13b	14493	5347
Grm5	8524	0
Samd1	2248	5503
Fndc1	6177	2086
Bicra	5360	2224
Dip2a	6355	10072
Abitram	4299	1089
Galnt16	4261	259
Bod1l	10538	15918
Ttll5	5045	2599
Chrna10	2513	35
Rbm24	3224	1294
Dip2c	8024	4153
Flnb	9099	62148
Fam184a	3950	49
