Geneid	Length	genome_mapping/Low_6556c3.rep6.RNAseq.mm10.sorted.bam
Sh2d1b2	399	0
Wdr72	5218	1392
Kcnk6	4089	293
Usp36	5609	2671
AW146154	3411	230
Klhl32	7136	14
AW554918	5351	960
Ccdc102a	2304	1135
Layn	1786	1046
Tnfaip8l3	2225	0
Rfx7	8000	2850
Pgap3	2424	783
Bex6	983	0
Gm5127	1809	0
Slc47a2	2377	0
Il20rb	2478	351
Ccdc185	2055	0
Dnaaf3	2236	248
Lrrc8b	6731	3675
Zdhhc6	2373	4906
Acsl6	3074	229
Acsl4	5280	6754
Acsl3	3950	4623
Myot	2213	2
2310061I04Rik	1240	593
Ifitm6	541	2
Slc2a13	6541	22
Zyg11b	10654	3057
Prex2	11187	499
Crxos	2967	0
Pus10	4768	1726
Dnah1	12872	15
Fbxw10	3282	0
Evi2a	2296	341
Mef2a	5843	5030
Cemip2	6702	6931
4931408C20Rik	4331	0
1700071K01Rik	1038	0
4930596D02Rik	1162	0
Gm4951	2648	287
Pin1rt1	1083	2
B020031M17Rik	925	0
Gm904	649	0
Ube2u	1517	2
Trim80	1932	0
Vrtn	3608	0
Gm5544	891	8
I830077J02Rik	1066	23
Gm5592	3033	0
Pate9	2342	0
Akap14	1792	0
Smim9	703	0
Gm5820	2187	68
Pramel17	1975	0
Gm12888	1181	0
Ubtfl1	2757	0
Fbxw18	1519	0
Rtl4	3634	0
Cldn34b4	1103	0
Tmem253	1227	139
Zfp872	2960	21
4930432M17Rik	1127	0
9130409I23Rik	1898	2
Zfp551	2335	28
Cpne8	3715	2631
Rps27a	821	21226
Smagp	1463	1158
Ak8	1570	85
Ctrc	957	0
Kcnk9	7762	4
Adamts17	6029	6
Vmn2r66	2556	0
Tubal3	3096	10
4930415L06Rik	2618	0
Khdc1c	844	0
Med22	3576	3264
Treml4	1745	6
Thnsl2	2086	138
Calca	1513	0
Rabgap1	6972	3574
Ube3a	9208	5395
Ak2	3339	9909
9230019H11Rik	2801	0
H2-Eb2	3380	0
Ldlrad2	1828	5
Cibar2	1189	0
Hbq1b	748	0
7420426K07Rik	1504	0
Ncoa4	4193	3902
Asic2	3791	0
Il17re	2751	702
Limk2	5080	2878
1700024G13Rik	398	0
Ccdc160	1536	0
Rufy4	2336	118
Ppp2r1b	5431	3497
Tnfsfm13	2235	0
H2al1n	510	0
Pramel31	2072	2
Gm5800	851	0
Shank1	7596	10
Ank2	15094	78
Retreg1	3859	2699
Btg1c	1194	0
Armc2	4865	23
Gm4841	2838	156
Tdpoz8	2142	2
Erich1	1579	864
Tlcd5	3575	143
Gm4907	1310	3
Pnldc1	1689	7
Pm20d2	5573	153
Mrgprx2	4559	0
Gm4981	1813	0
Clpsl2	444	0
Ldc1	2208	0
Shisa6	7487	275
Bpifb4	2115	17
Ccdc24	1281	156
Dnaic2	2867	21
Gm5460	1903	0
Kbtbd6	2982	56
Pnpla1	4483	0
Zfp936	3110	1
Foxr2	3208	0
Zfr2	3341	159
Tmem92	2187	0
Ms4a15	1713	0
Catspere2	4710	4
Zfp345	2706	0
Mansc4	1123	8
Gm5891	1726	0
Spag11b	1740	0
Trim43a	1989	0
Zc3h12b	6483	37
Gm6034	1633	2
Defb42	614	2
Sorbs1	6791	1349
Golm1	3693	43966
Setd6	1672	1145
Xpo1	5144	10080
St3gal5	2453	2956
Zfp748	4615	637
Trpm3	17374	63
Zcchc18	4997	13
AU040320	5317	4639
Pakap	15769	5918
Ap2b1	5409	15910
Nrbf2	1789	763
Atp2b2	9554	2
B3gnt8	1867	39
Nacc2	7016	2607
Cacnb4	8682	2
Musk	3666	0
Ccne2	3220	473
Agap1	9581	9179
Pinlyp	730	0
Gm4925	1561	14
Samt2	893	0
Psg27	1942	0
Tomm40l	2920	1739
Nfatc2	8371	1666
Samd4	7537	3688
Defb36	468	0
Gm4567	1594	0
Alpk2	7248	2
Piezo1	8219	10857
Fbxo40	5494	0
Cstf3	5190	2158
Slc41a3	2657	306
Defb28	397	0
Prok2	1513	0
Oosp2	673	0
Zfp1	1998	1137
Zfp27	3852	377
Rusc2	5562	3529
Cgn	5005	5688
Kcnh6	4438	6
Xaf1	2598	1117
Gm10439	1803	0
Slc38a6	2959	638
Btla	3235	8
Adam15	3007	5850
Adcy7	6330	1235
Fam117b	5534	4814
Creb1	8421	5640
Arhgap25	4263	58
Arhgef10	5528	2654
Arnt	4369	5945
Strip2	5369	40
Gpx4	1465	9045
Tyw5	1438	620
Timm8a2	915	4
Zfp791	2940	189
Prps1l3	4006	4721
Card9	1871	132
Gm20736	831	0
Slc22a14	2200	2
Defb48	445	2
Defb45	388	0
Baiap2	3610	7030
Brms1l	2567	1624
Washc1	2986	2535
Btrc	6476	1978
Sgk3	5620	213
Capzb	1898	22569
Zdhhc12	1194	963
Rai1	7507	6086
Cd209b	2112	85
Cd6	3034	16
Cdh3	4037	455
Spn	4695	537
Krtap5-5	1177	0
Cklf	2258	501
Nat8f3	1839	0
Cnot2	3768	4346
Csf1r	3875	2372
Col28a1	4230	103
Tcf25	3318	17057
Nell1	2812	0
Ripply2	1264	0
C130026I21Rik	1971	5
Ccdc107	814	1414
Mcidas	2354	0
Ripply1	679	101
Ccdc17	2003	81
Gm6377	2801	37
Lipt1	2266	304
Gm6460	821	0
Cks1brt	2397	2
Lekr1	4276	281
BC147527	1657	4
Zfp987	2833	0
Wdr93	2497	9
Gm11992	2400	45
Gm14092	1814	0
Gm11437	1229	0
Defb23	624	0
Deptor	8674	6117
Dhrs4	1658	1813
Dnajb6	5133	3856
Dusp22	3058	461
Dyrk1b	2635	807
Edil3	5358	262
Fer	3627	1685
Dbi	745	4990
Kat2a	3243	3514
Gnpda2	2556	1231
Grk6	3765	7000
Anapc11	3495	3223
Banf1	1209	10572
Ctsa	3626	9271
Arsi	2764	66
Esp1	1049	0
Adar	6206	7514
Usp14	4360	8357
Cldn19	4236	6
Glrx2	3730	1094
Marveld2	3382	850
Clec5a	3820	166
Kcnh1	7239	8
Txnl4a	5714	2412
Mapt	5380	30
Dach1	5448	10
Olfm1	3428	240
Dmrtc1a	1382	0
Dnm3	7523	19
Rabgap1l	9489	3362
Ric3	6492	8
Sertad2	6199	2746
Smurf1	5333	8051
Stk35	6193	2665
Gng2	4012	186
Slx4ip	5854	505
Ets1	5367	6238
Slco3a1	5368	369
Zfp953	4641	315
Slc16a3	2577	10309
Gng7	3495	72
Faim2	4668	4
Slc7a15	2993	7
Mapk1	5700	12439
Gngt2	850	83
Obox7	1264	0
Kdm3a	5072	7073
Rnpc3	3888	1720
Fthl17f	733	0
Elavl4	4591	0
Fn3k	4358	8
Fnbp1	5619	1918
Gabrb3	5698	6
Gpr146	6608	795
Cdc42se1	3200	16114
Tmod2	10258	448
P2rx7	6448	173
Rcsd1	2670	162
Rnf38	5982	6499
Gm4787	2496	29
Try10	890	0
Gm5771	824	0
Svbp	980	1454
Atp8a1	8250	4700
Kif5a	7006	39
Nhlrc4	2141	1
Kctd21	2973	235
Klk13	1033	0
Pigc	3301	1193
Trim58	2192	101
Trim63	2207	2
Cox8c	476	0
Pkib	6039	40
Kcnj15	5465	46
Klhl15	5256	253
Ldb3	6015	6
Plpbp	4710	2875
Prkcz	4718	298
Rbms2	5609	4223
Mier1	5031	4089
Mrpl1	4188	1445
Rapgef1	6347	5028
Seh1l	4121	7810
Sel1l	6300	9600
Skil	7066	15275
Tom1l2	6248	3128
Negr1	5939	2
Glt6d1	1091	0
Rasa4	2915	500
Trpm1	6835	61
Kcnrg	1832	22
Ddhd1	5222	1530
Acsbg2	2608	0
Zkscan4	2456	32
Dmrtc1b	1285	0
Defb33	426	0
Defb26	647	0
Defb43	408	0
Defb25	293	0
Defb18	362	0
Kncn	899	0
Defb47	359	1
Asb1	6072	1480
Tas2r122	930	0
Hnrnpa1	2190	1465
Scoc	2082	1808
Camk2g	3768	2243
Nlrp5	3542	0
Morf4l1	1983	16519
Cd226	2487	0
Cd44	5653	45182
Tctn1	4079	820
Cdh8	5273	0
Ube2j2	3622	3855
Gvin1	9039	0
Clip2	4998	5557
Eif4e2	5010	5564
Dok6	10112	655
Elovl1	1940	2596
Bicd2	6352	7796
Npr3	7332	6
Cep350	13307	5302
Ceacam1	3736	682
Rreb1	13622	5916
Fars2	1896	1663
Gmfg	2451	169
Aifm2	3467	1341
Gria2	11279	0
Zfhx2	8724	1057
Emc1	6237	4080
Hdhd2	3706	2576
Zfp982	4585	17
Mex3c	4080	7736
Spink14	566	0
Gal3st2c	4063	52
AI429214	1959	31
Gm14137	3060	1334
Gm6583	2261	2
Zfp951	4406	2
Dcpp2	611	0
Zfp808	3114	229
Gm7073	1553	0
Marchf10	3621	0
Erich4	872	0
Tmem267	2773	126
Kcnd3	7666	1
Nolc1	3665	7680
Tsc2	6427	6037
Mobp	6489	0
Polr2k	626	1017
Slc22a15	6638	947
Mtcp1	1635	110
Pde4dip	12941	17040
Vgf	2553	33
Nsmf	2939	2912
Wdr37	8000	2226
Pkig	1426	1696
Tmsb10	943	53558
Rab43	4881	3369
Trim46	3553	3538
Kif21b	9297	7645
Tcerg1	4554	11069
Lrif1	3776	1573
Klhl20	4037	2347
Tmco1	4474	5229
Kcnj10	5407	9
Piezo2	10724	7190
Plekhm3	8562	749
Catsperz	781	2
Cfap65	5718	0
Wfdc10	459	0
Krtap1-4	1129	0
Lipe	3272	947
Pnkd	3500	2144
Ivns1abp	5049	17959
Dhps	1332	1748
Arl4a	3807	1304
Gtf2a2	1325	2056
Dnm2	4021	6877
Rrn3	3598	4492
Leo1	2192	3334
Parp14	7251	3012
Zfp784	2146	381
Pdxdc1	4507	7770
Pstk	1398	559
Pigl	4566	794
Lif	4339	2248
Mlf1	1161	150
Mup3	944	0
Myh2	6083	0
Myo6	7868	10749
Cnnm3	5291	2681
Ermard	2927	369
4930467E23Rik	2589	0
Angptl7	2062	5
Cyp2c68	1769	0
Rad54b	7051	529
Mroh8	3462	10
Smco3	2052	2
Gcnt7	2220	15
Ankrd37	904	1355
Defb30	1002	0
Evi5l	5522	1092
Abca3	6479	7175
Glyctk	4226	81
Spata46	755	12
Lce3a	549	0
Gm13043	2055	0
Edem3	6622	4833
Asphd1	1252	3
Gbp10	3528	24
Gbp11	2712	12
Gm20767	1427	0
Oprm1	4600	0
Lhx3	2375	0
Rasgrf1	4729	309
Tesmin	3909	24
Krt40	2132	0
Iffo1	3039	121
Slc39a2	2334	35
Slc30a2	3400	4
Urad	766	0
Mks1	2499	336
Rhox4a	891	0
Rhox4c	903	0
Arhgap12	5032	5202
Rhox4d	759	0
Rhox4f	929	0
Rhox4g	978	0
Pkd1l3	7037	97
Il1rn	2691	1815
Coq10b	1733	1529
Tmem120b	1860	173
Fdx2	959	140
Strn4	3535	4427
Smok3b	2331	0
Map2	10022	224
Asxl1	6983	6887
Zfp606	6424	821
Ahnak	18792	145764
Zfp869	3861	1816
Rnf213	16751	7914
Sco1	4280	1062
Defb41	745	0
Spint5	443	0
Nynrin	7413	258
Sytl2	9029	915
Rhox3f	833	0
Aak1	15555	3737
Arap1	6354	2386
Tmem141	1055	335
Eif4g2	7760	61247
Pdzd9	1615	3
Ddx17	7071	40887
Nadk2	4066	2101
Selenot	3570	20007
Filip1l	4044	4656
Setd1b	8858	3574
Larp1b	3773	2214
Tet2	9205	3682
Flot2	2866	9851
Thsd4	9030	3737
Rtl9	4142	0
Tacc3	2670	4322
Shroom4	8708	255
Peg10	6666	16
C1qtnf5	4275	0
Cdkn2a	1136	6
Gm5169	886	0
Clmn	12098	1085
Med15	3618	7600
Hsd3b7	1823	2398
Zfp692	1949	702
Rspo4	2371	2
Rap1gds1	3674	8489
Ung	2097	741
Slc6a18	4405	2
Uevld	4607	2133
Nlrp1b	6143	67
Mtmr7	3446	714
BC051019	1942	2
Pex10	1647	298
P3h1	3417	1805
Cabyr	2125	15
Kntc1	6961	2707
Zhx1	5231	2684
Snca	1471	12
Golga7	2031	5466
Tmem183a	3340	8054
Dlgap4	5886	5125
Hvcn1	2959	61
Anapc5	2761	19969
Rabl3	2022	1049
Fam133b	2302	1981
Pitx2	2796	0
Trim71	5192	2
Txnrd1	4019	15706
Blm	4946	727
Cacna1b	9776	0
Capg	1917	41065
Akap1	4027	3624
Akap4	2998	0
Rpf2	1890	1537
Map2k7	3731	4522
Apaf1	6557	3041
Wsb1	3358	5632
Cd63	1211	17439
Arrdc3	4215	8174
Arrdc4	3955	186
Hbs1l	7240	3448
Cd74	1415	7293
Sstr2	2148	10
Ryk	3267	5067
Nlrp9c	3277	0
Selenop	2218	41350
Htra3	3451	273
Cadps	5541	8
Dhx15	3755	14398
Phc1	3946	2791
Lcn5	1176	0
Clk1	3088	6030
Nusap1	2960	1542
Oip5	1557	365
Tbc1d17	2601	1973
Fzd5	6914	5522
Smad7	4441	8610
Mterf1b	1368	162
Gpcpd1	5074	1333
Fancc	4591	1387
Rbpms	2812	5328
Syne3	5548	606
Ilf3	5100	7054
Prss57	2693	2
Amy2a5	1577	0
Ankdd1b	3478	1044
Drc7	2832	0
Calcr	3906	0
Pcdh8	4003	0
Rarg	3399	4417
Mast2	5769	6739
Neo1	7386	7308
Slc22a18	1582	1092
Proc	1710	300
Sema3b	4262	3005
Dntt	2130	0
Cd22	4421	48
Eml1	5290	8478
Rorb	9453	39
Map6	6115	819
Cacna1i	9794	2
Rad17	3054	1483
Hhipl1	2605	58
Prok1	4074	96
Ubtf	6131	15006
Timp1	890	2039
Zfx	7302	2816
Clpx	2886	2606
Zfp2	3187	46
Zscan21	2321	1490
Zfp41	3743	577
Abcc9	7538	98
Slc7a2	7857	6657
Cacnb3	3015	6522
Gcdh	2177	1274
Zfp68	4731	2366
Banf2	528	0
Hsd11b1	1445	40
Rbak	3480	506
Mapk1ip1	1524	283
Mef2b	1329	0
Zfp180	4027	1399
Mfge8	2126	15597
Raph1	9117	4396
Akna	5481	485
Synj1	7229	1881
Proca1	1766	24
Fam83b	6472	188
Clint1	3447	10086
Prss38	1239	1
Bahd1	4428	2712
Cep126	3984	185
Cyb5d1	3201	1702
Scimp	1055	50
Hsf5	4158	3
Fkbp15	4390	3964
Morc3	4179	3594
Ccnjl	2709	12
Spata22	1274	41
Prl2c1	855	0
Marchf4	4782	173
Serpinb6e	1494	3
Zzef1	11150	6014
Xlr5a	1650	4
Gm12185	5287	75
Gm12253	1356	0
Heatr9	1856	0
Vmn1r204	909	0
Mup2	1033	0
Zfp868	2561	734
Wfdc15b	574	0
Tulp2	2551	67
Pick1	2186	2322
Zfp952	3008	534
Rbm15	3270	2295
Nelfe	1610	2491
Mink1	4997	13935
Snrpa	1570	4178
Net1	4284	32825
Dph3	3393	2820
Pard6a	1437	354
Ttc21b	4470	1717
1110017D15Rik	1290	0
Agtpbp1	9610	2795
Dusp16	5112	2292
Rpl38	488	9608
Idnk	1511	1132
Hnrnpab	2545	34286
Bdnf	6714	663
Mon1b	5170	1808
Syce1l	901	1
Azi2	6703	3075
Zgpat	2511	1885
Nfyc	2684	1271
Adam28	4894	202
Cerkl	1759	87
Jak2	5067	8189
Ghr	4518	836
Ccl27a	3241	373
Agbl4	3387	0
Agbl5	4967	1207
Krtap4-1	1011	0
Zfp455	2712	104
Gypc	2182	41
Med14	7361	4026
Spink11	742	0
Nlrp9a	3334	0
Dbndd2	4069	2274
Smim15	1864	9362
Tnpo1	5519	20110
Usp33	4191	7103
Gm9733	618	2
Lyrm9	5053	350
Cbx5	9022	20021
Serpinb6d	1467	0
Zfp874b	3772	596
Bsg	1752	50074
Fcgr2b	1546	1433
Abi1	3746	8124
Hs6st2	4861	112
Odr4	3273	2181
Ap2a1	3443	5241
Hnrnpd	6811	19119
Plin5	2039	41
Gsta3	1610	361
Nexmif	10961	680
Git2	5187	4686
Fhl1	2962	271
Ptbp1	3108	26840
Tsc22d3	3248	3534
Ldb2	2934	30
Nrp2	8122	9238
Gimap8	3700	37
Gba	2182	2373
Sbpl	876	0
A4gnt	2757	0
Cntnap5a	10966	14
Evi2b	3529	0
Scn8a	11432	680
Gnas	8190	68057
Tnfrsf9	2221	442
Slc1a2	12062	155
Nme2	1168	18997
Tsks	1859	2
Shroom3	7618	3518
Ints14	3215	1796
Nkx2-2	2448	0
Dcpp3	610	0
Pigw	2735	782
Prmt2	2200	4137
Urgcp	5858	3106
Ccdc173	1731	155
Lrba	11507	4188
Dysf	7068	104
Hdac5	4426	5940
Fmnl1	3873	6572
Ptpn6	2430	991
Shprh	9289	1737
Slc39a7	2393	10411
Stag2	6425	8502
Sdhaf3	550	231
Srsf1	5560	21033
Henmt1	2131	22
Tmem134	1517	5008
Zbtb33	5122	1934
Syne1	31327	1637
Slc12a1	4740	36
Srsf5	1660	23628
Glyr1	3772	8560
Tcf7l1	2882	196
Hnrnph3	2254	1424
Trim33	8870	10774
Gpc6	6780	55
Adgrg2	4723	1457
Paip1	4717	6280
Ces2f	1823	2
Hoxb3	3721	71
Brdt	5025	43
Spam1	2142	2
Bcl11b	7923	854
Repin1	3146	1100
Fgfr1	5025	565
Ccdc154	2407	3
Gm5347	2564	0
Trim72	2472	18
Defa26	387	0
Med1	7589	5152
Casp8	2893	5216
Rnps1	2294	5805
Tmpo	6780	14321
Cenpm	1328	568
Ripor2	7369	549
Clta	1809	14320
Srsf10	5511	7639
Mark2	5101	8700
Usp6nl	4953	5525
Hdx	4261	0
Wfdc8	3580	2
Gsg1	1486	119
Vamp1	3154	312
Btaf1	8509	4316
Ripor3	3582	31
4930402F06Rik	1371	1
Sdr16c6	1180	0
Pjvk	1217	4
Zpld2	2338	0
Vamp5	1648	4843
Grk4	4634	50
Gtf2i	4701	15488
Ambra1	5290	2339
Zzz3	7796	7348
Uhrf1bp1	8567	1633
Prdm13	3174	0
Pdpk1	7236	5669
Myo1c	5899	23620
Gm1123	1337	0
1700029F12Rik	1183	0
Ret	7341	378
1700029H14Rik	1432	2
Ash2l	3525	7256
G3bp2	4923	10726
Aff1	8496	8624
Bicdl1	4251	486
Cps1	5562	0
Bpifa6	1572	0
Cib3	646	0
Rab11fip1	7965	3045
Fat3	18676	1
Gipr	1792	18
Chil5	1590	2
Cdc14a	4846	3448
Arid1a	8939	10697
Cass4	3856	42
Znrf3	7659	1278
Rapgefl1	4163	49
Lrp8	8155	2102
Rbpj	5953	6622
Cdr2l	3700	1124
Atxn1l	7570	4901
Med13	10540	5977
Foxk2	5036	3460
Slc16a5	3295	0
Angptl8	865	118
Zfp429	2032	477
Bsph2	530	0
Zdhhc22	3680	0
Atp8b4	5766	40
Ttc5	3661	3694
Plpp4	1088	0
Sp2	3400	1339
Aurkc	1438	0
Tmsb15b2	681	2
Golga2	4361	4435
Thg1l	3968	666
Tubb1	2004	2
Vmn1r194	891	0
Sri	2537	16339
Rsbn1l	5554	2408
Tead4	3076	682
Ddx23	2814	10685
Ddias	3473	239
Trmt2a	3684	2794
Brca2	11133	1723
Etl4	8041	6503
Zfp382	7960	527
Parp8	7083	5298
Olfr367-ps	1103	0
Srgap2	8040	5770
Zc3h7b	5699	11815
Unc79	8870	0
Gm12657	978	33
Adamts6	7091	552
Zfp780b	5511	515
D430042O09Rik	6195	2118
Cacna1s	6350	0
Maats1	2765	4
Kcnt2	8280	9
Sipa1l3	7713	9309
Tmem243	988	387
Sbf1	6268	14478
Gm8909	1357	4
Pde11a	8457	14
Fbxo11	5518	5793
Nav3	10132	401
Srgap1	7821	806
Btbd16	3436	12
Dock9	12560	3393
Coq10a	2507	299
Vps51	2631	4805
Ptpn23	5336	6104
Mylk2	2948	0
Kansl1	5872	4820
Efcab3	1744	56
Cnksr1	2467	630
Slc25a18	1367	4
Pard3b	8392	400
D130043K22Rik	5146	0
Nhs	5382	0
Qrsl1	1970	303
Trappc10	6353	3010
Xpot	6005	7146
Tecpr2	7942	1556
Cdk13	7081	6137
Mcur1	4356	3806
Slc9a3	5969	4
Bdp1	9921	4978
Ccno	1876	16
Prss55	1138	0
Pdzd2	11482	210
Zfp707	2010	576
Dennd3	5427	1934
A1bg	1823	0
Ltn1	7737	5375
Rgs11	2027	602
Pdia2	1721	31
Lclat1	4474	1988
Slc27a6	2598	371
Cep76	4431	972
A1cf	6735	0
Fra10ac1	1611	1506
Gucy2g	4045	45
Cwf19l1	5756	1142
Lct	6174	33
Ogfrl1	4873	288
Phf3	7561	9121
Gls	7487	11831
Alpi	2337	245
Armc3	3016	4
Cubn	11325	133
Sapcd2	3407	538
Ppig	6297	8171
Klhl41	2538	13
Lrp2	15429	907
Gpat2	2628	3
Esf1	3392	4033
Cep152	5768	895
Taf4	4422	3133
Arfip1	2986	5616
Znhit6	2813	2390
1700009N14Rik	1262	0
Saxo1	1835	0
Grik3	8977	0
Zfp362	2882	1568
Aunip	1270	317
Morn1	3133	199
Uvssa	7326	1128
Nsd2	12796	10892
Stim2	4934	6565
Chrna9	2003	2
Rhoh	5384	52
Cytl1	974	0
Helq	3688	838
Lamtor4	877	1287
Lmtk2	8193	3862
Cd8a	3130	12
Tmf1	6781	4562
Ankrd26	6983	1338
Ipo8	5359	6617
Clip3	3358	40
Nccrp1	1356	1
Arhgef17	10250	3907
Mki67	10075	17711
Phrf1	5374	4330
Abhd13	5180	2708
Fam89a	1372	109
Jhy	3974	0
Cep63	2696	1541
Arhgap36	3217	0
Map7d2	4121	2
Gli2	6708	24
Gpr161	7024	658
Adamts14	5169	178
Mtr	4484	2016
Cntnap3	4868	0
Ogdhl	3723	27
Dhtkd1	3535	14
Upf2	5174	3612
Kif16b	5478	2524
Kcng1	4216	0
Prrg3	6086	24
Awat1	1395	0
Sis	5953	4
Ankrd35	4058	156
Kcna10	1826	0
Gabbr2	5578	8
Kcnq4	4070	12
Gnat3	1174	0
Zfp518b	6882	134
Tigd2	3007	182
Prickle2	8676	26
Oxtr	4586	6
Cyp2b23	2182	0
Kat6a	9116	7842
Lonrf1	3775	836
Gan	3454	1286
Npat	7347	1997
Unc13c	8865	10
Marf1	7765	7014
Rap1gap	3965	8489
Trnp1	1654	10
Lmod3	2215	7
Cluh	5486	8678
S100z	300	2
Mdga1	8288	424
Fam171a1	4437	2475
Slc4a11	3201	346
Chsy1	4199	7322
Otud4	7327	11540
Calhm4	3714	2
Phf21b	3836	102
B3gnt6	2367	12
Sap30l	1549	991
Aspg	2732	5
Pacs2	5486	6086
Lama5	11388	71361
Frmpd1	4812	708
Lrch2	6717	34
Cplane2	951	61
Itpkb	5101	1305
Polr3g	3060	958
Kif13b	8914	3648
Adgrf5	8755	383
Heatr5b	6437	2181
Spink5	4765	4
Maip1	3601	1268
Atp8b2	5769	10175
Virma	7115	5603
Focad	5796	2151
Flnc	9167	2281
Tmem52b	2875	6
Htra4	2181	4
Exosc7	1037	2763
Uprt	7052	3799
Gabrr3	1456	0
Eml5	10136	330
Hcn4	6580	14
Lemd3	4743	1590
Kcnh4	3784	0
Arid4a	5780	3916
Hnrnpul2	5726	28408
Apobec4	1566	0
Tmem182	1096	2
Mamdc4	3990	224
Crnn	1973	0
Dpy19l4	6754	3295
L1td1	2942	2
Sbno1	10270	11387
B3glct	4570	1700
Nipal1	4205	1266
Dgki	13238	0
Hs3st5	3095	29
Prdm14	2593	6
Mrpl44	1424	1469
Ptafr	3640	208
Irs2	6794	3440
Ermp1	5399	2181
Pprc1	5250	4490
Phip	10729	6013
Zfp174	5942	208
Hcfc2	5437	1029
Myo1a	3353	97
Gpr179	9295	10
Ercc6	8423	1762
Esco1	4540	2315
Rbbp8	3902	2814
Prr16	2224	7
Slf2	7391	5279
2310009B15Rik	571	1385
Stum	6557	0
Ttc30a2	2008	2
Tsc22d2	9798	4531
Map9	6277	4
Lhfpl3	3120	0
D5Ertd579e	6760	3556
Pigg	4685	1069
Mn1	6844	18
Spring1	2670	887
Klhl42	6571	1959
Palb2	3949	389
Lilra5	2109	12
Prmt9	2781	844
Ripor1	4133	3894
Tln2	12134	1237
Filip1	5207	18
1700017N19Rik	1690	0
Polr3a	4695	2584
Aadacl4	1224	0
Vcan	14689	1750
Myh13	5902	0
Pbrm1	8460	13177
Uggt2	6514	82
Fbxo43	4012	0
Fam186b	3187	6
Lrch3	6166	2080
Kdm3b	7112	7488
Hpse2	2175	0
Flvcr1	4555	1162
Tnks1bp1	5747	18222
Erich6	2195	2
Slc44a5	4096	0
Alg6	3114	783
Dnaaf5	3438	1992
Ccdc142	3129	490
Rsf1	11129	3392
Prss53	2531	37
Dscaml1	6825	0
Calhm1	1047	0
Ldlrad1	3541	14
Doxl1	2484	0
Pgd	2279	17115
Cfap126	1739	81
Ak5	3397	31
Tbc1d4	6641	596
Mfhas1	6527	3934
Nlrc3	6006	39
Trim55	2772	0
Ibtk	5650	6509
Tmem28	4765	0
Gm12695	2016	0
Mup6	882	0
Fat1	14627	40866
Mpp7	5773	968
Taf2	5033	4625
Fam217b	2264	22
Prrc2c	10444	23109
Ccdc88b	4959	597
Rprd2	10278	4892
Prr19	1293	1
Arhgef26	5205	44
Adgrl2	6052	11834
Cdh18	2744	0
Tshz1	5808	3905
Olfr455	954	0
Trio	11497	9223
Atf6	7463	6756
Ptprz1	10006	0
Ppp1r12b	12182	4593
Taok3	4536	7930
Pik3r4	4884	2368
Tmem236	3658	14
Tmco2	710	0
C2cd4b	1330	0
Brpf3	5973	2464
Dsel	5763	120
Gm6614	1953	0
Ric1	6282	1719
Cyb561d1	4191	697
Pds5a	8997	9689
Myo5c	6732	1582
Mphosph9	7837	982
Neto2	5999	1456
Sult2a6	969	0
Agl	9963	4653
Hs3st2	2270	0
Chsy3	3882	126
Zkscan2	5645	0
Dnah2	13704	61
D7Ertd443e	2674	6
Slc9a5	5222	1679
Plekhg4	5057	190
Cul9	7844	266
Dgkh	15641	187
Sipa1l2	6753	1062
L3mbtl1	5338	7
Setd2	8350	7927
Scaper	5643	1500
Adgrd1	5163	120
C9orf72	3151	1533
Stxbp5	9074	901
Chd2	9071	5403
Rhobtb1	4624	1145
Hecw1	9460	1
Slc43a1	2924	9
Cped1	4898	114
Ttc37	5092	3725
2210408I21Rik	5632	290
Mamld1	3457	42
Prdm2	11549	4449
Vma21	4806	1459
Lrrc7	22711	71
Ubr5	9791	23162
Trrap	12479	13254
Cenpf	11122	8366
Arhgap21	6972	6518
Cystm1	1078	19233
Vps8	5033	2339
Tbccd1	2803	728
Ccdc153	1107	0
Shank2	8899	8
Dmxl1	12211	4301
Ces1b	2007	0
Cep164	5513	3450
Cnfn	723	0
Chd5	9486	222
Pcdh9	6241	138
Kidins220	7402	13428
Ankrd11	8816	19864
Elp6	2064	488
Zfp777	3274	2241
Kmt2c	16819	5539
Cdh19	4274	0
Ctcfl	3247	0
Rimbp2	7001	0
Palld	7079	2521
Csmd3	13022	1
Mdn1	17959	5855
Tmem248	3845	5036
Amotl1	8950	8354
Tbc1d31	4206	1523
Prss33	1383	0
1810013L24Rik	4074	5109
Adamts3	7663	6
Wdr70	3590	2758
Klhl14	4718	0
Vmn2r28	2744	0
Lrr1	1503	271
Plb1	5321	6
Agmat	1428	0
Phf20l1	6670	4157
Sclt1	3039	1139
Bcr	6537	7151
Unc13b	14493	5037
Grm5	8524	0
Samd1	2248	2590
Fndc1	6177	263
Bicra	5360	1115
Dip2a	6355	4282
Abitram	4299	1533
Galnt16	4261	68
Bod1l	10538	8196
Ttll5	5045	3152
Chrna10	2513	2
Rbm24	3224	0
Dip2c	8024	1982
Flnb	9099	108679
Fam184a	3950	0
Ccdc15	11861	266
Zscan25	2939	1330
Ptprq	9971	4
Ankrd44	6140	1068
Fbxo47	1681	31
Ino80d	13529	5111
Fbln2	4477	91803
Wdr86	1786	5
Ncam1	9773	3766
Iqck	1526	239
Vmn2r84	2550	0
Gm10024	564	0
Nin	10662	4981
Furin	4454	20645
Plcd4	3121	30
Ppp2r5c	6008	9579
Sh2b1	3643	3697
