Geneid	Length	genome_mapping/Low_6556c3.rep5.RNAseq.mm10.sorted.bam
Pusl1	1226	1077
Mageb4	2401	0
Adgrf2	3283	10
Zfp213	2674	836
Gramd2	4156	244
Sh2d1b2	399	0
Wdr72	5218	979
Kcnk6	4089	1084
Usp36	5609	3413
AW146154	3411	277
Klhl32	7136	21
AW554918	5351	1123
Ccdc102a	2304	1691
Layn	1786	1318
Tnfaip8l3	2225	28
Rfx7	8000	3461
Pgap3	2424	780
Bex6	983	0
Gm5127	1809	2
Slc47a2	2377	2
Il20rb	2478	339
Ccdc185	2055	0
Dnaaf3	2236	286
Lrrc8b	6731	3953
Zdhhc6	2373	6904
Acsl6	3074	182
Acsl4	5280	7743
Acsl3	3950	5229
Myot	2213	142
2310061I04Rik	1240	999
Ifitm6	541	149
Slc2a13	6541	225
Zyg11b	10654	4555
Prex2	11187	1236
Crxos	2967	0
Pus10	4768	2506
Dnah1	12872	35
Fbxw10	3282	25
Evi2a	2296	1321
Mef2a	5843	6972
Cemip2	6702	6777
4931408C20Rik	4331	0
1700071K01Rik	1038	0
4930596D02Rik	1162	0
Gm4951	2648	172
Pin1rt1	1083	0
B020031M17Rik	925	0
Gm904	649	0
Ube2u	1517	2
Trim80	1932	1
Vrtn	3608	0
Gm5544	891	10
I830077J02Rik	1066	217
Gm5592	3033	0
Pate9	2342	0
Akap14	1792	0
Smim9	703	0
Gm5820	2187	77
Pramel17	1975	3
Gm12888	1181	0
Ubtfl1	2757	0
Fbxw18	1519	0
Rtl4	3634	0
Cldn34b4	1103	0
Tmem253	1227	260
Zfp872	2960	23
4930432M17Rik	1127	1
9130409I23Rik	1898	11
Zfp551	2335	50
Cpne8	3715	2400
Rps27a	821	40898
Smagp	1463	1751
Ak8	1570	111
Ctrc	957	0
Kcnk9	7762	0
Adamts17	6029	21
Vmn2r66	2556	0
Tubal3	3096	16
4930415L06Rik	2618	0
Khdc1c	844	0
Med22	3576	4870
Treml4	1745	111
Thnsl2	2086	229
Calca	1513	24
Rabgap1	6972	4778
Ube3a	9208	6391
Ak2	3339	10462
9230019H11Rik	2801	0
H2-Eb2	3380	25
Ldlrad2	1828	10
Cibar2	1189	0
Hbq1b	748	6
7420426K07Rik	1504	0
Ncoa4	4193	6222
Asic2	3791	0
Il17re	2751	658
Limk2	5080	3579
1700024G13Rik	398	0
Ccdc160	1536	0
Rufy4	2336	287
Ppp2r1b	5431	4008
Tnfsfm13	2235	0
H2al1n	510	0
Pramel31	2072	0
Gm5800	851	0
Shank1	7596	18
Ank2	15094	380
Retreg1	3859	5872
Btg1c	1194	0
Armc2	4865	15
Gm4841	2838	42
Tdpoz8	2142	8
Erich1	1579	861
Tlcd5	3575	163
Gm4907	1310	0
Pnldc1	1689	14
Pm20d2	5573	117
Mrgprx2	4559	18
Gm4981	1813	0
Clpsl2	444	0
Ldc1	2208	0
Shisa6	7487	620
Bpifb4	2115	45
Ccdc24	1281	176
Dnaic2	2867	31
Gm5460	1903	0
Kbtbd6	2982	118
Pnpla1	4483	0
Zfp936	3110	0
Foxr2	3208	0
Zfr2	3341	88
Tmem92	2187	0
Ms4a15	1713	2
Catspere2	4710	3
Zfp345	2706	3
Mansc4	1123	9
Gm5891	1726	0
Spag11b	1740	0
Trim43a	1989	3
Zc3h12b	6483	69
Gm6034	1633	0
Defb42	614	1
Sorbs1	6791	2586
Golm1	3693	50717
Setd6	1672	1396
Xpo1	5144	13918
St3gal5	2453	4058
Zfp748	4615	992
Trpm3	17374	80
Zcchc18	4997	35
AU040320	5317	4717
Pakap	15769	6182
Ap2b1	5409	19334
Nrbf2	1789	1205
Atp2b2	9554	6
B3gnt8	1867	264
Nacc2	7016	2201
Cacnb4	8682	10
Musk	3666	15
Ccne2	3220	667
Agap1	9581	8088
Pinlyp	730	1
Gm4925	1561	8
Samt2	893	0
Psg27	1942	0
Tomm40l	2920	2293
Nfatc2	8371	1318
Samd4	7537	3039
Defb36	468	0
Gm4567	1594	0
Alpk2	7248	108
Piezo1	8219	11376
Fbxo40	5494	216
Cstf3	5190	3129
Slc41a3	2657	479
Defb28	397	0
Prok2	1513	116
Oosp2	673	0
Zfp1	1998	1710
Zfp27	3852	561
Rusc2	5562	5127
Cgn	5005	4243
Kcnh6	4438	0
Xaf1	2598	1389
Gm10439	1803	0
Slc38a6	2959	883
Btla	3235	137
Adam15	3007	9163
Adcy7	6330	4176
Fam117b	5534	5678
Creb1	8421	5360
Arhgap25	4263	662
Arhgef10	5528	2131
Arnt	4369	7044
Strip2	5369	210
Gpx4	1465	15556
Tyw5	1438	868
Timm8a2	915	2
Zfp791	2940	279
Prps1l3	4006	5692
Card9	1871	652
Gm20736	831	0
Slc22a14	2200	2
Defb48	445	62
Defb45	388	0
Baiap2	3610	8657
Brms1l	2567	2003
Washc1	2986	2790
Btrc	6476	1993
Sgk3	5620	833
Capzb	1898	29652
Zdhhc12	1194	1351
Rai1	7507	5997
Cd209b	2112	116
Cd6	3034	194
Cdh3	4037	999
Spn	4695	581
Krtap5-5	1177	0
Cklf	2258	473
Nat8f3	1839	11
Cnot2	3768	5603
Csf1r	3875	12467
Col28a1	4230	560
Tcf25	3318	23832
Nell1	2812	0
Ripply2	1264	0
C130026I21Rik	1971	24
Ccdc107	814	1900
Mcidas	2354	0
Ripply1	679	92
Ccdc17	2003	128
Gm6377	2801	541
Lipt1	2266	331
Gm6460	821	0
Cks1brt	2397	5
Lekr1	4276	225
BC147527	1657	60
Zfp987	2833	2
Wdr93	2497	10
Gm11992	2400	32
Gm14092	1814	1
Gm11437	1229	2
Defb23	624	0
Deptor	8674	6736
Dhrs4	1658	1960
Dnajb6	5133	5491
Dusp22	3058	1099
Dyrk1b	2635	1078
Edil3	5358	367
Fer	3627	2625
Dbi	745	6146
Kat2a	3243	4184
Gnpda2	2556	1579
Grk6	3765	9987
Anapc11	3495	3321
Banf1	1209	8976
Ctsa	3626	14623
Arsi	2764	708
Esp1	1049	0
Adar	6206	8263
Usp14	4360	12510
Cldn19	4236	2
Glrx2	3730	1393
Marveld2	3382	794
Clec5a	3820	1309
Kcnh1	7239	62
Txnl4a	5714	3089
Mapt	5380	108
Dach1	5448	213
Olfm1	3428	1452
Dmrtc1a	1382	0
Dnm3	7523	102
Rabgap1l	9489	3659
Ric3	6492	18
Sertad2	6199	3503
Smurf1	5333	8785
Stk35	6193	3221
Gng2	4012	965
Slx4ip	5854	754
Ets1	5367	6169
Slco3a1	5368	1021
Zfp953	4641	384
Slc16a3	2577	14640
Gng7	3495	119
Faim2	4668	4
Slc7a15	2993	22
Mapk1	5700	21274
Gngt2	850	456
Obox7	1264	0
Kdm3a	5072	8937
Rnpc3	3888	2616
Fthl17f	733	0
Elavl4	4591	0
Fn3k	4358	14
Fnbp1	5619	3934
Gabrb3	5698	26
Gpr146	6608	1655
Cdc42se1	3200	18257
Tmod2	10258	286
P2rx7	6448	1113
Rcsd1	2670	1283
Rnf38	5982	6310
Gm4787	2496	42
Try10	890	0
Gm5771	824	0
Svbp	980	1417
Atp8a1	8250	4618
Kif5a	7006	43
Nhlrc4	2141	1
Kctd21	2973	362
Klk13	1033	0
Pigc	3301	1585
Trim58	2192	34
Trim63	2207	441
Cox8c	476	0
Pkib	6039	246
Kcnj15	5465	227
Klhl15	5256	354
Ldb3	6015	811
Plpbp	4710	4218
Prkcz	4718	402
Rbms2	5609	5386
Mier1	5031	5248
Mrpl1	4188	2185
Rapgef1	6347	7531
Seh1l	4121	9512
Sel1l	6300	10782
Skil	7066	15211
Tom1l2	6248	3567
Negr1	5939	4
Glt6d1	1091	0
Rasa4	2915	1149
Trpm1	6835	30
Kcnrg	1832	36
Ddhd1	5222	2410
Acsbg2	2608	0
Zkscan4	2456	31
Dmrtc1b	1285	0
Defb33	426	0
Defb26	647	0
Defb43	408	1
Defb25	293	0
Defb18	362	0
Kncn	899	0
Defb47	359	2
Asb1	6072	1775
Tas2r122	930	0
Hnrnpa1	2190	1426
Scoc	2082	2254
Camk2g	3768	3156
Nlrp5	3542	0
Morf4l1	1983	13745
Cd226	2487	35
Cd44	5653	45055
Tctn1	4079	855
Cdh8	5273	0
Ube2j2	3622	4830
Gvin1	9039	0
Clip2	4998	6412
Eif4e2	5010	7557
Dok6	10112	353
Elovl1	1940	4837
Bicd2	6352	9346
Npr3	7332	128
Cep350	13307	6050
Ceacam1	3736	1965
Rreb1	13622	6210
Fars2	1896	1877
Gmfg	2451	711
Aifm2	3467	1936
Gria2	11279	0
Zfhx2	8724	770
Emc1	6237	3760
Hdhd2	3706	3117
Zfp982	4585	69
Mex3c	4080	9842
Spink14	566	0
Gal3st2c	4063	16
AI429214	1959	94
Gm14137	3060	1930
Gm6583	2261	2
Zfp951	4406	93
Dcpp2	611	0
Zfp808	3114	326
Gm7073	1553	0
Marchf10	3621	0
Erich4	872	0
Tmem267	2773	172
Kcnd3	7666	23
Nolc1	3665	10915
Tsc2	6427	6747
Mobp	6489	0
Polr2k	626	1042
Slc22a15	6638	1285
Mtcp1	1635	174
Pde4dip	12941	23435
Vgf	2553	40
Nsmf	2939	4358
Wdr37	8000	2322
Pkig	1426	2348
Tmsb10	943	55175
Rab43	4881	5049
Trim46	3553	3052
Kif21b	9297	6488
Tcerg1	4554	11851
Lrif1	3776	1888
Klhl20	4037	2569
Tmco1	4474	7956
Kcnj10	5407	38
Piezo2	10724	6440
Plekhm3	8562	1510
Catsperz	781	10
Cfap65	5718	0
Wfdc10	459	0
Krtap1-4	1129	0
Lipe	3272	961
Pnkd	3500	2054
Ivns1abp	5049	23396
Dhps	1332	2640
Arl4a	3807	1949
Gtf2a2	1325	3115
Dnm2	4021	10049
Rrn3	3598	6631
Leo1	2192	2612
Parp14	7251	3293
Zfp784	2146	388
Pdxdc1	4507	12985
Pstk	1398	744
Pigl	4566	1123
Lif	4339	3313
Mlf1	1161	220
Mup3	944	10
Myh2	6083	351
Myo6	7868	10750
Cnnm3	5291	2613
Ermard	2927	527
4930467E23Rik	2589	0
Angptl7	2062	33
Cyp2c68	1769	45
Rad54b	7051	760
Mroh8	3462	7
Smco3	2052	12
Gcnt7	2220	20
Ankrd37	904	1076
Defb30	1002	0
Evi5l	5522	1421
Abca3	6479	8572
Glyctk	4226	452
Spata46	755	11
Lce3a	549	0
Gm13043	2055	0
Edem3	6622	5249
Asphd1	1252	11
Gbp10	3528	10
Gbp11	2712	23
Gm20767	1427	2
Oprm1	4600	0
Lhx3	2375	0
Rasgrf1	4729	430
Tesmin	3909	67
Krt40	2132	4
Iffo1	3039	515
Slc39a2	2334	58
Slc30a2	3400	16
Urad	766	74
Mks1	2499	323
Rhox4a	891	0
Rhox4c	903	0
Arhgap12	5032	5919
Rhox4d	759	0
Rhox4f	929	0
Rhox4g	978	0
Pkd1l3	7037	143
Il1rn	2691	11025
Coq10b	1733	2892
Tmem120b	1860	375
Fdx2	959	160
Strn4	3535	5985
Smok3b	2331	0
Map2	10022	165
Asxl1	6983	9053
Zfp606	6424	726
Ahnak	18792	139573
Zfp869	3861	2561
Rnf213	16751	10767
Sco1	4280	1351
Defb41	745	0
Spint5	443	0
Nynrin	7413	572
Sytl2	9029	2553
Rhox3f	833	0
Aak1	15555	5747
Arap1	6354	4901
Tmem141	1055	551
Eif4g2	7760	93544
Pdzd9	1615	0
Ddx17	7071	45890
Nadk2	4066	2067
Selenot	3570	23897
Filip1l	4044	5731
Setd1b	8858	2992
Larp1b	3773	2607
Tet2	9205	5184
Flot2	2866	10467
Thsd4	9030	3828
Rtl9	4142	2
Tacc3	2670	6512
Shroom4	8708	841
Peg10	6666	140
C1qtnf5	4275	0
Cdkn2a	1136	1737
Gm5169	886	0
Clmn	12098	1170
Med15	3618	8588
Hsd3b7	1823	3349
Zfp692	1949	815
Rspo4	2371	1
Rap1gds1	3674	12327
Ung	2097	769
Slc6a18	4405	0
Uevld	4607	2263
Nlrp1b	6143	280
Mtmr7	3446	911
BC051019	1942	1
Pex10	1647	360
P3h1	3417	3965
Cabyr	2125	20
Kntc1	6961	3659
Zhx1	5231	3450
Snca	1471	232
Golga7	2031	7229
Tmem183a	3340	10865
Dlgap4	5886	6085
Hvcn1	2959	305
Anapc5	2761	23556
Rabl3	2022	1124
Fam133b	2302	2719
Pitx2	2796	12
Trim71	5192	6
Txnrd1	4019	19550
Blm	4946	1258
Cacna1b	9776	31
Capg	1917	58396
Akap1	4027	4052
Akap4	2998	0
Rpf2	1890	2124
Map2k7	3731	5124
Apaf1	6557	4744
Wsb1	3358	8104
Cd63	1211	22726
Arrdc3	4215	10809
Arrdc4	3955	1496
Hbs1l	7240	4155
Cd74	1415	31059
Sstr2	2148	24
Ryk	3267	6486
Nlrp9c	3277	0
Selenop	2218	53120
Htra3	3451	2683
Cadps	5541	67
Dhx15	3755	18196
Phc1	3946	2484
Lcn5	1176	0
Clk1	3088	9822
Nusap1	2960	3870
Oip5	1557	714
Tbc1d17	2601	2293
Fzd5	6914	4369
Smad7	4441	7168
Mterf1b	1368	131
Gpcpd1	5074	2646
Fancc	4591	1375
Rbpms	2812	6819
Syne3	5548	959
Ilf3	5100	6573
Prss57	2693	15
Amy2a5	1577	0
Ankdd1b	3478	965
Drc7	2832	2
Calcr	3906	3
Pcdh8	4003	0
Rarg	3399	4315
Mast2	5769	10358
Neo1	7386	8888
Slc22a18	1582	1164
Proc	1710	917
Sema3b	4262	2791
Dntt	2130	14
Cd22	4421	233
Eml1	5290	9170
Rorb	9453	52
Map6	6115	889
Cacna1i	9794	18
Rad17	3054	1982
Hhipl1	2605	494
Prok1	4074	70
Ubtf	6131	16165
Timp1	890	14030
Zfx	7302	3032
Clpx	2886	3323
Zfp2	3187	53
Zscan21	2321	2055
Zfp41	3743	737
Abcc9	7538	1420
Slc7a2	7857	8292
Cacnb3	3015	5683
Gcdh	2177	2308
Zfp68	4731	3428
Banf2	528	0
Hsd11b1	1445	897
Rbak	3480	784
Mapk1ip1	1524	450
Mef2b	1329	1
Zfp180	4027	1852
Mfge8	2126	15688
Raph1	9117	6000
Akna	5481	1419
Synj1	7229	3549
Proca1	1766	43
Fam83b	6472	314
Clint1	3447	13205
Prss38	1239	2
Bahd1	4428	3179
Cep126	3984	206
Cyb5d1	3201	2218
Scimp	1055	200
Hsf5	4158	14
Fkbp15	4390	5430
Morc3	4179	6214
Ccnjl	2709	23
Spata22	1274	37
Prl2c1	855	1
Marchf4	4782	143
Serpinb6e	1494	2
Zzef1	11150	7993
Xlr5a	1650	96
Gm12185	5287	42
Gm12253	1356	0
Heatr9	1856	6
Vmn1r204	909	0
Mup2	1033	0
Zfp868	2561	1259
Wfdc15b	574	0
Tulp2	2551	59
Pick1	2186	2280
Zfp952	3008	714
Rbm15	3270	2356
Nelfe	1610	2875
Mink1	4997	12856
Snrpa	1570	4426
Net1	4284	28980
Dph3	3393	4054
Pard6a	1437	341
Ttc21b	4470	1707
1110017D15Rik	1290	4
Agtpbp1	9610	3522
Dusp16	5112	3605
Rpl38	488	17295
Idnk	1511	997
Hnrnpab	2545	44630
Bdnf	6714	721
Mon1b	5170	1874
Syce1l	901	0
Azi2	6703	4028
Zgpat	2511	2080
Nfyc	2684	2116
Adam28	4894	648
Cerkl	1759	38
Jak2	5067	11348
Ghr	4518	1463
Ccl27a	3241	256
Agbl4	3387	1
Agbl5	4967	1108
Krtap4-1	1011	0
Zfp455	2712	151
Gypc	2182	410
Med14	7361	5300
Spink11	742	0
Nlrp9a	3334	0
Dbndd2	4069	2793
Smim15	1864	11884
Tnpo1	5519	18941
Usp33	4191	7951
Gm9733	618	92
Lyrm9	5053	469
Cbx5	9022	22524
Serpinb6d	1467	0
Zfp874b	3772	713
Bsg	1752	57391
Fcgr2b	1546	9463
Abi1	3746	10950
Hs6st2	4861	802
Odr4	3273	3209
Ap2a1	3443	6526
Hnrnpd	6811	17799
Plin5	2039	106
Gsta3	1610	895
Nexmif	10961	715
Git2	5187	6849
Fhl1	2962	1523
Ptbp1	3108	40864
Tsc22d3	3248	10590
Ldb2	2934	314
Nrp2	8122	7977
Gimap8	3700	293
Gba	2182	4406
Sbpl	876	0
A4gnt	2757	2
Cntnap5a	10966	25
Evi2b	3529	0
Scn8a	11432	1270
Gnas	8190	72261
Tnfrsf9	2221	2296
Slc1a2	12062	189
Nme2	1168	24343
Tsks	1859	2
Shroom3	7618	2128
Ints14	3215	2523
Nkx2-2	2448	0
Dcpp3	610	0
Pigw	2735	771
Prmt2	2200	4190
Urgcp	5858	4819
Ccdc173	1731	101
Lrba	11507	4499
Dysf	7068	916
Hdac5	4426	5250
Fmnl1	3873	8771
Ptpn6	2430	3677
Shprh	9289	2257
Slc39a7	2393	14399
Stag2	6425	10335
Sdhaf3	550	296
Srsf1	5560	25780
Henmt1	2131	34
Tmem134	1517	4537
Zbtb33	5122	2009
Syne1	31327	5099
Slc12a1	4740	50
Srsf5	1660	21650
Glyr1	3772	12034
Tcf7l1	2882	419
Hnrnph3	2254	985
Trim33	8870	11742
Gpc6	6780	494
Adgrg2	4723	3143
Paip1	4717	7935
Ces2f	1823	2
Hoxb3	3721	217
Brdt	5025	128
Spam1	2142	0
Bcl11b	7923	490
Repin1	3146	1238
Fgfr1	5025	3624
Ccdc154	2407	5
Gm5347	2564	0
Trim72	2472	257
Defa26	387	0
Med1	7589	5111
Casp8	2893	7501
Rnps1	2294	6596
Tmpo	6780	21870
Cenpm	1328	1033
Ripor2	7369	1203
Clta	1809	15996
Srsf10	5511	9906
Mark2	5101	9211
Usp6nl	4953	5473
Hdx	4261	12
Wfdc8	3580	6
Gsg1	1486	137
Vamp1	3154	369
Btaf1	8509	7346
Ripor3	3582	181
4930402F06Rik	1371	0
Sdr16c6	1180	4
Pjvk	1217	7
Zpld2	2338	0
Vamp5	1648	3435
Grk4	4634	82
Gtf2i	4701	16024
Ambra1	5290	3334
Zzz3	7796	9139
Uhrf1bp1	8567	2310
Prdm13	3174	0
Pdpk1	7236	7461
Myo1c	5899	27250
Gm1123	1337	10
1700029F12Rik	1183	0
Ret	7341	809
1700029H14Rik	1432	0
Ash2l	3525	7717
G3bp2	4923	13965
Aff1	8496	10828
Bicdl1	4251	1235
Cps1	5562	8411
Bpifa6	1572	0
Cib3	646	24
Rab11fip1	7965	3703
Fat3	18676	2
Gipr	1792	103
Chil5	1590	5
Cdc14a	4846	3108
Arid1a	8939	10183
Cass4	3856	999
Znrf3	7659	1091
Rapgefl1	4163	51
Lrp8	8155	3075
Rbpj	5953	9806
Cdr2l	3700	1802
Atxn1l	7570	5671
Med13	10540	5529
Foxk2	5036	5737
Slc16a5	3295	97
Angptl8	865	198
Zfp429	2032	656
Bsph2	530	0
Zdhhc22	3680	3
Atp8b4	5766	758
Ttc5	3661	3683
Plpp4	1088	0
Sp2	3400	1529
Aurkc	1438	0
Tmsb15b2	681	0
Golga2	4361	6828
Thg1l	3968	728
Tubb1	2004	17
Vmn1r194	891	0
Sri	2537	14443
Rsbn1l	5554	2704
Tead4	3076	932
Ddx23	2814	11016
Ddias	3473	452
Trmt2a	3684	3878
Brca2	11133	1757
Etl4	8041	6592
Zfp382	7960	612
Parp8	7083	5145
Olfr367-ps	1103	0
Srgap2	8040	6198
Zc3h7b	5699	10336
Unc79	8870	6
Gm12657	978	33
Adamts6	7091	931
Zfp780b	5511	534
D430042O09Rik	6195	2376
Cacna1s	6350	91
Maats1	2765	7
Kcnt2	8280	27
Sipa1l3	7713	8662
Tmem243	988	626
Sbf1	6268	18907
Gm8909	1357	30
Pde11a	8457	75
Fbxo11	5518	6755
Nav3	10132	829
Srgap1	7821	896
Btbd16	3436	15
Dock9	12560	5658
Coq10a	2507	678
Vps51	2631	5460
Ptpn23	5336	5974
Mylk2	2948	81
Kansl1	5872	5278
Efcab3	1744	61
Cnksr1	2467	810
Slc25a18	1367	36
Pard3b	8392	796
D130043K22Rik	5146	4
Nhs	5382	25
Qrsl1	1970	854
Trappc10	6353	5420
Xpot	6005	10171
Tecpr2	7942	1903
Cdk13	7081	8698
Mcur1	4356	4354
Slc9a3	5969	3
Bdp1	9921	4965
Ccno	1876	64
Prss55	1138	0
Pdzd2	11482	334
Zfp707	2010	667
Dennd3	5427	1892
A1bg	1823	0
Ltn1	7737	7463
Rgs11	2027	654
Pdia2	1721	26
Lclat1	4474	2675
Slc27a6	2598	445
Cep76	4431	1651
A1cf	6735	164
Fra10ac1	1611	1411
Gucy2g	4045	65
Cwf19l1	5756	1586
Lct	6174	29
Ogfrl1	4873	871
Phf3	7561	10115
Gls	7487	14741
Alpi	2337	651
Armc3	3016	10
Cubn	11325	180
Sapcd2	3407	1039
Ppig	6297	6958
Klhl41	2538	138
Lrp2	15429	713
Gpat2	2628	4
Esf1	3392	3232
Cep152	5768	1034
Taf4	4422	3708
Arfip1	2986	7553
Znhit6	2813	2343
1700009N14Rik	1262	0
Saxo1	1835	0
Grik3	8977	18
Zfp362	2882	1787
Aunip	1270	567
Morn1	3133	157
Uvssa	7326	1448
Nsd2	12796	13952
Stim2	4934	8229
Chrna9	2003	0
Rhoh	5384	597
Cytl1	974	16
Helq	3688	1061
Lamtor4	877	1899
Lmtk2	8193	4335
Cd8a	3130	87
Tmf1	6781	4663
Ankrd26	6983	1583
Ipo8	5359	8197
Clip3	3358	346
Nccrp1	1356	7
Arhgef17	10250	2907
Mki67	10075	21954
Phrf1	5374	5581
Abhd13	5180	3783
Fam89a	1372	114
Jhy	3974	0
Cep63	2696	1502
Arhgap36	3217	0
Map7d2	4121	4
Gli2	6708	155
Gpr161	7024	576
Adamts14	5169	490
Mtr	4484	1991
Cntnap3	4868	4
Ogdhl	3723	144
Dhtkd1	3535	182
Upf2	5174	3468
Kif16b	5478	2621
Kcng1	4216	4
Prrg3	6086	312
Awat1	1395	4
Sis	5953	0
Ankrd35	4058	300
Kcna10	1826	0
Gabbr2	5578	47
Kcnq4	4070	53
Gnat3	1174	4
Zfp518b	6882	406
Tigd2	3007	497
Prickle2	8676	228
Oxtr	4586	24
Cyp2b23	2182	0
Kat6a	9116	8376
Lonrf1	3775	1133
Gan	3454	1283
Npat	7347	2466
Unc13c	8865	72
Marf1	7765	7924
Rap1gap	3965	8779
Trnp1	1654	71
Lmod3	2215	23
Cluh	5486	10175
S100z	300	8
Mdga1	8288	523
Fam171a1	4437	3524
Slc4a11	3201	1082
Chsy1	4199	7928
Otud4	7327	13998
Calhm4	3714	0
Phf21b	3836	148
B3gnt6	2367	0
Sap30l	1549	1896
Aspg	2732	317
Pacs2	5486	7781
Lama5	11388	53741
Frmpd1	4812	994
Lrch2	6717	199
Cplane2	951	32
Itpkb	5101	1866
Polr3g	3060	1285
Kif13b	8914	4316
Adgrf5	8755	2953
Heatr5b	6437	2542
Spink5	4765	0
Maip1	3601	1484
Atp8b2	5769	9159
Virma	7115	6812
Focad	5796	3882
Flnc	9167	3125
Tmem52b	2875	4
Htra4	2181	49
Exosc7	1037	2009
Uprt	7052	3566
Gabrr3	1456	2
Eml5	10136	437
Hcn4	6580	90
Lemd3	4743	2163
Kcnh4	3784	10
Arid4a	5780	3223
Hnrnpul2	5726	29657
Apobec4	1566	4
Tmem182	1096	73
Mamdc4	3990	179
Crnn	1973	0
Dpy19l4	6754	3586
L1td1	2942	0
Sbno1	10270	12024
B3glct	4570	1981
Nipal1	4205	2286
Dgki	13238	40
Hs3st5	3095	25
Prdm14	2593	2
Mrpl44	1424	1745
Ptafr	3640	1692
Irs2	6794	5486
Ermp1	5399	3971
Pprc1	5250	5840
Phip	10729	6796
Zfp174	5942	243
Hcfc2	5437	1847
Myo1a	3353	217
Gpr179	9295	13
Ercc6	8423	2114
Esco1	4540	2608
Rbbp8	3902	3539
Prr16	2224	73
Slf2	7391	6521
2310009B15Rik	571	1264
Stum	6557	24
Ttc30a2	2008	5
Tsc22d2	9798	5787
Map9	6277	62
Lhfpl3	3120	1
D5Ertd579e	6760	4555
Pigg	4685	1449
Mn1	6844	176
Spring1	2670	1101
Klhl42	6571	2333
Palb2	3949	529
Lilra5	2109	141
Prmt9	2781	1650
Ripor1	4133	4383
Tln2	12134	3159
Filip1	5207	167
1700017N19Rik	1690	0
Polr3a	4695	3429
Aadacl4	1224	0
Vcan	14689	8577
Myh13	5902	2
Pbrm1	8460	12659
Uggt2	6514	369
Fbxo43	4012	4
Fam186b	3187	2
Lrch3	6166	3091
Kdm3b	7112	7579
Hpse2	2175	3
Flvcr1	4555	1698
Tnks1bp1	5747	21797
Erich6	2195	32
Slc44a5	4096	4
Alg6	3114	1196
Dnaaf5	3438	2847
Ccdc142	3129	663
Rsf1	11129	2779
Prss53	2531	35
Dscaml1	6825	6
Calhm1	1047	0
Ldlrad1	3541	4
Doxl1	2484	0
Pgd	2279	24183
Cfap126	1739	102
Ak5	3397	233
Tbc1d4	6641	1135
Mfhas1	6527	5062
Nlrc3	6006	156
Trim55	2772	38
Ibtk	5650	6780
Tmem28	4765	2
Gm12695	2016	0
Mup6	882	0
Fat1	14627	27860
Mpp7	5773	1115
Taf2	5033	5982
Fam217b	2264	195
Prrc2c	10444	22383
Ccdc88b	4959	2154
Rprd2	10278	5514
Prr19	1293	0
Arhgef26	5205	369
Adgrl2	6052	6271
Cdh18	2744	0
Tshz1	5808	2899
Olfr455	954	0
Trio	11497	8710
Atf6	7463	9119
Ptprz1	10006	8
Ppp1r12b	12182	4680
Taok3	4536	8166
Pik3r4	4884	2505
Tmem236	3658	46
Tmco2	710	0
C2cd4b	1330	2
Brpf3	5973	3161
Dsel	5763	1015
Gm6614	1953	0
Ric1	6282	2667
Cyb561d1	4191	943
Pds5a	8997	12324
Myo5c	6732	2681
Mphosph9	7837	1395
Neto2	5999	1725
Sult2a6	969	0
Agl	9963	6186
Hs3st2	2270	0
Chsy3	3882	326
Zkscan2	5645	0
Dnah2	13704	146
D7Ertd443e	2674	12
Slc9a5	5222	1938
Plekhg4	5057	218
Cul9	7844	584
Dgkh	15641	610
Sipa1l2	6753	1686
L3mbtl1	5338	16
Setd2	8350	7682
Scaper	5643	1485
Adgrd1	5163	1375
C9orf72	3151	2241
Stxbp5	9074	1615
Chd2	9071	5939
Rhobtb1	4624	1438
Hecw1	9460	10
Slc43a1	2924	252
Cped1	4898	842
Ttc37	5092	3668
2210408I21Rik	5632	461
Mamld1	3457	161
Prdm2	11549	6436
Vma21	4806	2248
Lrrc7	22711	141
Ubr5	9791	25095
Trrap	12479	12927
Cenpf	11122	9254
Arhgap21	6972	8012
Cystm1	1078	23641
Vps8	5033	3990
Tbccd1	2803	1145
Ccdc153	1107	0
Shank2	8899	148
Dmxl1	12211	5895
Ces1b	2007	67
Cep164	5513	3323
Cnfn	723	8
Chd5	9486	411
Pcdh9	6241	114
Kidins220	7402	12650
Ankrd11	8816	19403
Elp6	2064	679
Zfp777	3274	2244
Kmt2c	16819	5857
Cdh19	4274	8
Ctcfl	3247	5
Rimbp2	7001	4
Palld	7079	5569
Csmd3	13022	0
Mdn1	17959	6579
Tmem248	3845	6005
Amotl1	8950	7605
Tbc1d31	4206	1893
Prss33	1383	0
1810013L24Rik	4074	5941
Adamts3	7663	48
Wdr70	3590	2963
Klhl14	4718	0
Vmn2r28	2744	0
Lrr1	1503	410
Plb1	5321	2
Agmat	1428	208
Phf20l1	6670	6855
Sclt1	3039	1335
Bcr	6537	8325
Unc13b	14493	5001
Grm5	8524	0
Samd1	2248	3729
Fndc1	6177	2243
Bicra	5360	1359
Dip2a	6355	5533
Abitram	4299	2211
Galnt16	4261	853
Bod1l	10538	7018
Ttll5	5045	3498
Chrna10	2513	0
Rbm24	3224	163
Dip2c	8024	2076
Flnb	9099	108353
Fam184a	3950	11
Ccdc15	11861	341
Zscan25	2939	1616
Ptprq	9971	4
Ankrd44	6140	2395
Fbxo47	1681	25
Ino80d	13529	4692
Fbln2	4477	97887
